ID;Id_Type;Id_Parent;hierarchy;topic_fr;topic_en;definition_fr;definition_en;Reference;available_EAU;available_Morocco
2338;65346788;2334;001.028.001.023.113.003;Jasonia montana (Delile) Botsch.;Jasonia montana (Delile) Botsch.;Jasonia montana (Delile) Botsch.;Jasonia montana (Delile) Botsch.;NULL;0;1
2339;65346788;2334;001.028.001.023.113.004;Jasonia rupestris Pomel;Jasonia rupestris Pomel;Jasonia rupestris Pomel;Jasonia rupestris Pomel;NULL;0;1
2340;65346788;1263;001.028.001.023.114;Jurinea Cass.;Jurinea Cass.;Jurinea Cass.;Jurinea Cass.;NULL;0;1
2341;65346788;2340;001.028.001.023.114.001;Jurinea humilis DC.;Jurinea humilis DC.;Jurinea humilis DC.;Jurinea humilis DC.;NULL;0;1
2342;65346788;1263;001.028.001.023.115;Klasea Cass.;Klasea Cass.;Klasea Cass.;Klasea Cass.;NULL;0;1
2343;65346788;2342;001.028.001.023.115.001;Klasea boetica (DC.) Holub;Klasea boetica (DC.) Holub;Klasea boetica (DC.) Holub;Klasea boetica (DC.) Holub;NULL;0;1
2344;65346788;2343;001.028.001.023.115.001.001;Klasea boetica (DC.) Holub subsp. alcalae (Coss.) Cantó & Rivas Mart.;Klasea boetica (DC.) Holub subsp. alcalae (Coss.) Cantó & Rivas Mart.;Klasea boetica (DC.) Holub subsp. alcalae (Coss.) Cantó & Rivas Mart.;Klasea boetica (DC.) Holub subsp. alcalae (Coss.) Cantó & Rivas Mart.;NULL;0;1
2345;65346788;2342;001.028.001.023.115.002;Klasea cretica (Turrill) Holub;Klasea cretica (Turrill) Holub;Klasea cretica (Turrill) Holub;Klasea cretica (Turrill) Holub;NULL;0;1
2346;65346788;2342;001.028.001.023.115.003;Klasea flavescens (L.) Holub;Klasea flavescens (L.) Holub;Klasea flavescens (L.) Holub;Klasea flavescens (L.) Holub;NULL;0;1
2347;65346788;2346;001.028.001.023.115.003.001;Klasea flavescens (L.) Holub subsp. mucronata (Desf.) Cantó & Rivas Mart.;Klasea flavescens (L.) Holub subsp. mucronata (Desf.) Cantó & Rivas Mart.;Klasea flavescens (L.) Holub subsp. mucronata (Desf.) Cantó & Rivas Mart.;Klasea flavescens (L.) Holub subsp. mucronata (Desf.) Cantó & Rivas Mart.;NULL;0;1
2348;65346788;2342;001.028.001.023.115.004;Klasea nudicaulis (L.) Cass.;Klasea nudicaulis (L.) Cass.;Klasea nudicaulis (L.) Cass.;Klasea nudicaulis (L.) Cass.;NULL;0;1
2349;65346788;2342;001.028.001.023.115.005;Klasea pinnatifida (Cav.) Cass.;Klasea pinnatifida (Cav.) Cass.;Klasea pinnatifida (Cav.) Cass.;Klasea pinnatifida (Cav.) Cass.;NULL;0;1
2350;65346788;1263;001.028.001.023.116;Kleinia Mill.;Kleinia Mill.;Kleinia Mill.;Kleinia Mill.;NULL;0;1
2351;65346788;2350;001.028.001.023.116.001;Kleinia anteuphorbium (L.) Haw.;Kleinia anteuphorbium (L.) Haw.;Kleinia anteuphorbium (L.) Haw.;Kleinia anteuphorbium (L.) Haw.;NULL;0;1
2352;65346788;2350;001.028.001.023.116.002;Kleinia neriifolia Haw.;Kleinia neriifolia Haw.;Kleinia neriifolia Haw.;Kleinia neriifolia Haw.;NULL;0;1
2353;65346788;1263;001.028.001.023.117;Koelpinia;Koelpinia;Koelpinia;Koelpinia;NULL;0;1
2354;65346788;2353;001.028.001.023.117.001;Koelpinia linearis Pall.;Koelpinia linearis Pall.;Koelpinia linearis Pall.;Koelpinia linearis Pall.;NULL;0;1
2355;65346788;1263;001.028.001.023.118;Lactuca L.;Lactuca L.;Lactuca L.;Lactuca L.;NULL;0;1
2356;65346788;2355;001.028.001.023.118.001;Lactuca haimanniana E.A.Durand & Barratte;Lactuca haimanniana E.A.Durand & Barratte;Lactuca haimanniana E.A.Durand & Barratte;Lactuca haimanniana E.A.Durand & Barratte;NULL;0;1
2357;65346788;2355;001.028.001.023.118.002;Lactuca herbanica Burch.;Lactuca herbanica Burch.;Lactuca herbanica Burch.;Lactuca herbanica Burch.;NULL;0;1
2358;65346788;2355;001.028.001.023.118.003;Lactuca muralis (L.) Gaertn.;Lactuca muralis (L.) Gaertn.;Lactuca muralis (L.) Gaertn.;Lactuca muralis (L.) Gaertn.;NULL;0;1
2359;65346788;2355;001.028.001.023.118.004;Lactuca orientalis (Boiss.) Boiss.;Lactuca orientalis (Boiss.) Boiss.;Lactuca orientalis (Boiss.) Boiss.;Lactuca orientalis (Boiss.) Boiss.;NULL;0;1
2360;65346788;2355;001.028.001.023.118.005;Lactuca palmensis Bolle;Lactuca palmensis Bolle;Lactuca palmensis Bolle;Lactuca palmensis Bolle;NULL;0;1
2361;65346788;2355;001.028.001.023.118.006;Lactuca reviersii Litard. & Maire;Lactuca reviersii Litard. & Maire;Lactuca reviersii Litard. & Maire;Lactuca reviersii Litard. & Maire;NULL;0;1
2362;65346788;2355;001.028.001.023.118.007;Lactuca saligna L.;Lactuca saligna L.;Lactuca saligna L.;Lactuca saligna L.;NULL;0;1
2363;65346788;2355;001.028.001.023.118.008;Lactuca sativa L.;Lactuca sativa L.;Lactuca sativa L.;Lactuca sativa L.;NULL;0;1
2364;65346788;2355;001.028.001.023.118.009;Lactuca serriola L.;Lactuca serriola L.;Lactuca serriola L.;Lactuca serriola L.;NULL;0;1
2365;65346788;2355;001.028.001.023.118.010;Lactuca tenerrima Pourr.;Lactuca tenerrima Pourr.;Lactuca tenerrima Pourr.;Lactuca tenerrima Pourr.;NULL;0;1
2366;65346788;2355;001.028.001.023.118.011;Lactuca viminea (L.) J.Presl & C.Presl;Lactuca viminea (L.) J.Presl & C.Presl;Lactuca viminea (L.) J.Presl & C.Presl;Lactuca viminea (L.) J.Presl & C.Presl;NULL;0;1
2367;65346788;2366;001.028.001.023.118.011.001;Lactuca viminea (L.) J.Presl & C.Presl subsp. chondrilliflora (Boreau) Bonnier;Lactuca viminea (L.) J.Presl & C.Presl subsp. chondrilliflora (Boreau) Bonnier;Lactuca viminea (L.) J.Presl & C.Presl subsp. chondrilliflora (Boreau) Bonnier;Lactuca viminea (L.) J.Presl & C.Presl subsp. chondrilliflora (Boreau) Bonnier;NULL;0;1
2368;65346788;2366;001.028.001.023.118.011.002;Lactuca viminea (L.) J.Presl & C.Presl subsp. ramosissima (All.) Arcang.;Lactuca viminea (L.) J.Presl & C.Presl subsp. ramosissima (All.) Arcang.;Lactuca viminea (L.) J.Presl & C.Presl subsp. ramosissima (All.) Arcang.;Lactuca viminea (L.) J.Presl & C.Presl subsp. ramosissima (All.) Arcang.;NULL;0;1
2369;65346788;2366;001.028.001.023.118.011.003;Lactuca viminea (L.) J.Presl & C.Presl subsp. viminea;Lactuca viminea (L.) J.Presl & C.Presl subsp. viminea;Lactuca viminea (L.) J.Presl & C.Presl subsp. viminea;Lactuca viminea (L.) J.Presl & C.Presl subsp. viminea;NULL;0;1
2370;65346788;2355;001.028.001.023.118.012;Lactuca virosa L.;Lactuca virosa L.;Lactuca virosa L.;Lactuca virosa L.;NULL;0;1
2371;65346788;2370;001.028.001.023.118.012.001;Lactuca virosa L. subsp. cornigera (Pau & Font Quer) Emb. & Maire;Lactuca virosa L. subsp. cornigera (Pau & Font Quer) Emb. & Maire;Lactuca virosa L. subsp. cornigera (Pau & Font Quer) Emb. & Maire;Lactuca virosa L. subsp. cornigera (Pau & Font Quer) Emb. & Maire;NULL;0;1
2372;65346788;2370;001.028.001.023.118.012.002;Lactuca virosa L. subsp. virosa;Lactuca virosa L. subsp. virosa;Lactuca virosa L. subsp. virosa;Lactuca virosa L. subsp. virosa;NULL;0;1
2373;65346788;1263;001.028.001.023.119;Laphangium;Laphangium;Laphangium;Laphangium;NULL;0;1
2374;65346788;2373;001.028.001.023.119.001;Laphangium teydeum Wildpret & Greuter;Laphangium teydeum Wildpret & Greuter;Laphangium teydeum Wildpret & Greuter;Laphangium teydeum Wildpret & Greuter;NULL;0;1
2375;65346788;1263;001.028.001.023.120;Lapsana L.;Lapsana L.;Lapsana L.;Lapsana L.;NULL;0;1
2376;65346788;2375;001.028.001.023.120.001;Lapsana communis L.;Lapsana communis L.;Lapsana communis L.;Lapsana communis L.;NULL;0;1
2377;65346788;2376;001.028.001.023.120.001.001;Lapsana communis L. subsp. communis;Lapsana communis L. subsp. communis;Lapsana communis L. subsp. communis;Lapsana communis L. subsp. communis;NULL;0;1
2378;65346788;2376;001.028.001.023.120.001.002;Lapsana communis L. subsp. macrocarpa (Coss.) Nyman;Lapsana communis L. subsp. macrocarpa (Coss.) Nyman;Lapsana communis L. subsp. macrocarpa (Coss.) Nyman;Lapsana communis L. subsp. macrocarpa (Coss.) Nyman;NULL;0;1
2379;65346788;1263;001.028.001.023.121;Lasiopogon Cass.;Lasiopogon Cass.;Lasiopogon Cass.;Lasiopogon Cass.;NULL;0;1
2380;65346788;2379;001.028.001.023.121.001;Lasiopogon muscoides (Desf.) DC.;Lasiopogon muscoides (Desf.) DC.;Lasiopogon muscoides (Desf.) DC.;Lasiopogon muscoides (Desf.) DC.;NULL;0;1
2381;65346788;1263;001.028.001.023.122;Launaea Cass.;Launaea Cass.;Launaea Cass.;Launaea Cass.;NULL;0;1
2382;65346788;2381;001.028.001.023.122.001;Launaea amal-aminiae N.Kilian;Launaea amal-aminiae N.Kilian;Launaea amal-aminiae N.Kilian;Launaea amal-aminiae N.Kilian;NULL;0;1
2383;65346788;2381;001.028.001.023.122.002;Launaea angustifolia (Desf.) Kuntze;Launaea angustifolia (Desf.) Kuntze;Launaea angustifolia (Desf.) Kuntze;Launaea angustifolia (Desf.) Kuntze;NULL;0;1
2384;65346788;2383;001.028.001.023.122.002.001;Launaea angustifolia (Desf.) Kuntze subsp. angustifolia;Launaea angustifolia (Desf.) Kuntze subsp. angustifolia;Launaea angustifolia (Desf.) Kuntze subsp. angustifolia;Launaea angustifolia (Desf.) Kuntze subsp. angustifolia;NULL;0;1
2385;65346788;2383;001.028.001.023.122.002.002;Launaea angustifolia (Desf.) Kuntze subsp. arabica (Boiss.) N.Kilian;Launaea angustifolia (Desf.) Kuntze subsp. arabica (Boiss.) N.Kilian;Launaea angustifolia (Desf.) Kuntze subsp. arabica (Boiss.) N.Kilian;Launaea angustifolia (Desf.) Kuntze subsp. arabica (Boiss.) N.Kilian;NULL;0;1
2386;65346788;2381;001.028.001.023.122.003;Launaea arborescens (Batt.) Murb.;Launaea arborescens (Batt.) Murb.;Launaea arborescens (Batt.) Murb.;Launaea arborescens (Batt.) Murb.;NULL;0;1
2387;65346788;2381;001.028.001.023.122.004;Launaea capitata (Spreng.) Dandy;Launaea capitata (Spreng.) Dandy;Launaea capitata (Spreng.) Dandy;Launaea capitata (Spreng.) Dandy;NULL;0;1
2388;65346788;2381;001.028.001.023.122.005;Launaea fragilis (Asso) Pau;Launaea fragilis (Asso) Pau;Launaea fragilis (Asso) Pau;Launaea fragilis (Asso) Pau;NULL;0;1
2389;65346788;2388;001.028.001.023.122.005.001;Launaea fragilis (Asso) Pau subsp. fragilis;Launaea fragilis (Asso) Pau subsp. fragilis;Launaea fragilis (Asso) Pau subsp. fragilis;Launaea fragilis (Asso) Pau subsp. fragilis;NULL;0;1
2390;65346788;2381;001.028.001.023.122.006;Launaea intybacea (Jacq.) Beauverd;Launaea intybacea (Jacq.) Beauverd;Launaea intybacea (Jacq.) Beauverd;Launaea intybacea (Jacq.) Beauverd;NULL;0;1
2391;65346788;2381;001.028.001.023.122.007;Launaea lanifera Pau;Launaea lanifera Pau;Launaea lanifera Pau;Launaea lanifera Pau;NULL;0;1
2392;65346788;2381;001.028.001.023.122.008;Launaea massauensis (Fresen.) Sch.Bip. ex Kuntze;Launaea massauensis (Fresen.) Sch.Bip. ex Kuntze;Launaea massauensis (Fresen.) Sch.Bip. ex Kuntze;Launaea massauensis (Fresen.) Sch.Bip. ex Kuntze;NULL;0;1
2393;65346788;2381;001.028.001.023.122.009;Launaea mucronata (Forssk.) Muschl.;Launaea mucronata (Forssk.) Muschl.;Launaea mucronata (Forssk.) Muschl.;Launaea mucronata (Forssk.) Muschl.;NULL;0;1
2394;65346788;2393;001.028.001.023.122.009.001;Launaea mucronata (Forssk.) Muschl. subsp. cassiana (Jaub. & Spach) N.Kilian;Launaea mucronata (Forssk.) Muschl. subsp. cassiana (Jaub. & Spach) N.Kilian;Launaea mucronata (Forssk.) Muschl. subsp. cassiana (Jaub. & Spach) N.Kilian;Launaea mucronata (Forssk.) Muschl. subsp. cassiana (Jaub. & Spach) N.Kilian;NULL;0;1
2395;65346788;2393;001.028.001.023.122.009.002;Launaea mucronata (Forssk.) Muschl. subsp. mucronata;Launaea mucronata (Forssk.) Muschl. subsp. mucronata;Launaea mucronata (Forssk.) Muschl. subsp. mucronata;Launaea mucronata (Forssk.) Muschl. subsp. mucronata;NULL;0;1
2396;65346788;2381;001.028.001.023.122.010;Launaea nudicaulis (L.) Hook.f.;Launaea nudicaulis (L.) Hook.f.;Launaea nudicaulis (L.) Hook.f.;Launaea nudicaulis (L.) Hook.f.;NULL;0;1
2397;65346788;2381;001.028.001.023.122.011;Launaea procumbens (Roxb.) Ramayya & Rajagopal;Launaea procumbens (Roxb.) Ramayya & Rajagopal;Launaea procumbens (Roxb.) Ramayya & Rajagopal;Launaea procumbens (Roxb.) Ramayya & Rajagopal;NULL;0;1
2398;65346788;2381;001.028.001.023.122.012;Launaea pumila (Cav.) Kuntze;Launaea pumila (Cav.) Kuntze;Launaea pumila (Cav.) Kuntze;Launaea pumila (Cav.) Kuntze;NULL;0;1
2399;65346788;2381;001.028.001.023.122.013;Launaea quercifolia (Desf.) Pamp.;Launaea quercifolia (Desf.) Pamp.;Launaea quercifolia (Desf.) Pamp.;Launaea quercifolia (Desf.) Pamp.;NULL;0;1
2400;65346788;2381;001.028.001.023.122.014;Launaea spinosa (Forssk.) Kuntze;Launaea spinosa (Forssk.) Kuntze;Launaea spinosa (Forssk.) Kuntze;Launaea spinosa (Forssk.) Kuntze;NULL;0;1
2401;65346788;2381;001.028.001.023.122.015;Launaea taraxacifolia (Willd.) Amin ex C.Jeffrey;Launaea taraxacifolia (Willd.) Amin ex C.Jeffrey;Launaea taraxacifolia (Willd.) Amin ex C.Jeffrey;Launaea taraxacifolia (Willd.) Amin ex C.Jeffrey;NULL;0;1
2402;65346788;2381;001.028.001.023.122.016;Launaea viminea (Batt.) Batt.;Launaea viminea (Batt.) Batt.;Launaea viminea (Batt.) Batt.;Launaea viminea (Batt.) Batt.;NULL;0;1
2403;65346788;1263;001.028.001.023.123;Leontodon L.;Leontodon L.;Leontodon L.;Leontodon L.;NULL;0;1
2404;65346788;2403;001.028.001.023.123.001;Leontodon balansae Boiss.;Leontodon balansae Boiss.;Leontodon balansae Boiss.;Leontodon balansae Boiss.;NULL;0;1
2405;65346788;2403;001.028.001.023.123.002;Leontodon djurdjurae Batt.;Leontodon djurdjurae Batt.;Leontodon djurdjurae Batt.;Leontodon djurdjurae Batt.;NULL;0;1
2406;65346788;2403;001.028.001.023.123.003;Leontodon eriopodus Emb. & Maire;Leontodon eriopodus Emb. & Maire;Leontodon eriopodus Emb. & Maire;Leontodon eriopodus Emb. & Maire;NULL;0;1
2407;65346788;2403;001.028.001.023.123.004;Leontodon hispanicus Poir.;Leontodon hispanicus Poir.;Leontodon hispanicus Poir.;Leontodon hispanicus Poir.;NULL;0;1
2408;65346788;2407;001.028.001.023.123.004.001;Leontodon hispanicus Poir. subsp. helminthioides (Coss. & Durieu) Maire;Leontodon hispanicus Poir. subsp. helminthioides (Coss. & Durieu) Maire;Leontodon hispanicus Poir. subsp. helminthioides (Coss. & Durieu) Maire;Leontodon hispanicus Poir. subsp. helminthioides (Coss. & Durieu) Maire;NULL;0;1
2409;65346788;2407;001.028.001.023.123.004.002;Leontodon hispanicus Poir. subsp. hispanicus;Leontodon hispanicus Poir. subsp. hispanicus;Leontodon hispanicus Poir. subsp. hispanicus;Leontodon hispanicus Poir. subsp. hispanicus;NULL;0;1
2410;65346788;2403;001.028.001.023.123.005;Leontodon hispidulus (Delile) Boiss.;Leontodon hispidulus (Delile) Boiss.;Leontodon hispidulus (Delile) Boiss.;Leontodon hispidulus (Delile) Boiss.;NULL;0;1
2411;65346788;2403;001.028.001.023.123.006;Leontodon hispidus L.;Leontodon hispidus L.;Leontodon hispidus L.;Leontodon hispidus L.;NULL;0;1
2412;65346788;2403;001.028.001.023.123.007;Leontodon maroccanus (Pers.) Ball;Leontodon maroccanus (Pers.) Ball;Leontodon maroccanus (Pers.) Ball;Leontodon maroccanus (Pers.) Ball;NULL;0;1
2413;65346788;2403;001.028.001.023.123.008;Leontodon muelleri Sch.Bip.;Leontodon muelleri Sch.Bip.;Leontodon muelleri Sch.Bip.;Leontodon muelleri Sch.Bip.;NULL;0;1
2414;65346788;2413;001.028.001.023.123.008.001;Leontodon muelleri Sch.Bip. subsp. reboudianus (Pomel) Greuter;Leontodon muelleri Sch.Bip. subsp. reboudianus (Pomel) Greuter;Leontodon muelleri Sch.Bip. subsp. reboudianus (Pomel) Greuter;Leontodon muelleri Sch.Bip. subsp. reboudianus (Pomel) Greuter;NULL;0;1
2415;65346788;2403;001.028.001.023.123.009;Leontodon pitardii Maire;Leontodon pitardii Maire;Leontodon pitardii Maire;Leontodon pitardii Maire;NULL;0;1
2416;65346788;2403;001.028.001.023.123.010;Leontodon saxatilis Lam.;Leontodon saxatilis Lam.;Leontodon saxatilis Lam.;Leontodon saxatilis Lam.;NULL;0;1
2417;65346788;2416;001.028.001.023.123.010.001;Leontodon saxatilis Lam. subsp. longirostris (Finch & P.D.Sell) P.Silva;Leontodon saxatilis Lam. subsp. longirostris (Finch & P.D.Sell) P.Silva;Leontodon saxatilis Lam. subsp. longirostris (Finch & P.D.Sell) P.Silva;Leontodon saxatilis Lam. subsp. longirostris (Finch & P.D.Sell) P.Silva;NULL;0;1
2418;65346788;2416;001.028.001.023.123.010.002;Leontodon saxatilis Lam. subsp. mesorrhynchus Maire;Leontodon saxatilis Lam. subsp. mesorrhynchus Maire;Leontodon saxatilis Lam. subsp. mesorrhynchus Maire;Leontodon saxatilis Lam. subsp. mesorrhynchus Maire;NULL;0;1
2419;65346788;2416;001.028.001.023.123.010.003;Leontodon saxatilis Lam. subsp. saxatilis;Leontodon saxatilis Lam. subsp. saxatilis;Leontodon saxatilis Lam. subsp. saxatilis;Leontodon saxatilis Lam. subsp. saxatilis;NULL;0;1
2420;65346788;2403;001.028.001.023.123.011;Leontodon taraxacoides (Vill.) Mérat;Leontodon taraxacoides (Vill.) Mérat;Leontodon taraxacoides (Vill.) Mérat;Leontodon taraxacoides (Vill.) Mérat;NULL;0;1
2421;65346788;2403;001.028.001.023.123.012;Leontodon tingitanus (Boiss. & Reut.) Ball;Leontodon tingitanus (Boiss. & Reut.) Ball;Leontodon tingitanus (Boiss. & Reut.) Ball;Leontodon tingitanus (Boiss. & Reut.) Ball;NULL;0;1
2422;65346788;2403;001.028.001.023.123.013;Leontodon tuberosus L.;Leontodon tuberosus L.;Leontodon tuberosus L.;Leontodon tuberosus L.;NULL;0;1
2423;65346788;1263;001.028.001.023.124;Leucanthemopsis;Leucanthemopsis;Leucanthemopsis;Leucanthemopsis;NULL;0;1
2424;65346788;2423;001.028.001.023.124.001;Leucanthemopsis longipectinata (Pau) Heywood;Leucanthemopsis longipectinata (Pau) Heywood;Leucanthemopsis longipectinata (Pau) Heywood;Leucanthemopsis longipectinata (Pau) Heywood;NULL;0;1
2425;65346788;2423;001.028.001.023.124.002;Leucanthemopsis pallida (Mill.) Heywood;Leucanthemopsis pallida (Mill.) Heywood;Leucanthemopsis pallida (Mill.) Heywood;Leucanthemopsis pallida (Mill.) Heywood;NULL;0;1
2426;65346788;2423;001.028.001.023.124.003;Leucanthemopsis pectinata (L.) G.López & Jarvis;Leucanthemopsis pectinata (L.) G.López & Jarvis;Leucanthemopsis pectinata (L.) G.López & Jarvis;Leucanthemopsis pectinata (L.) G.López & Jarvis;NULL;0;1
2427;65346788;1263;001.028.001.023.125;Leucanthemum Mill.;Leucanthemum Mill.;Leucanthemum Mill.;Leucanthemum Mill.;NULL;0;1
2428;65346788;2427;001.028.001.023.125.001;Leucanthemum lacustre (Brot.) Samp.;Leucanthemum lacustre (Brot.) Samp.;Leucanthemum lacustre (Brot.) Samp.;Leucanthemum lacustre (Brot.) Samp.;NULL;0;1
2429;65346788;2427;001.028.001.023.125.002;Leucanthemum vulgare Lam.;Leucanthemum vulgare Lam.;Leucanthemum vulgare Lam.;Leucanthemum vulgare Lam.;NULL;0;1
2430;65346788;1263;001.028.001.023.126;Leysera L.;Leysera L.;Leysera L.;Leysera L.;NULL;0;1
2431;65346788;2430;001.028.001.023.126.001;Leysera leyseroides (Desf.) Maire;Leysera leyseroides (Desf.) Maire;Leysera leyseroides (Desf.) Maire;Leysera leyseroides (Desf.) Maire;NULL;0;1
2432;65346788;1263;001.028.001.023.127;Lifago Schweinf. & Muschl.;Lifago Schweinf. & Muschl.;Lifago Schweinf. & Muschl.;Lifago Schweinf. & Muschl.;NULL;0;1
2433;65346788;2432;001.028.001.023.127.001;Lifago dielsii Schweinf. & Muschl.;Lifago dielsii Schweinf. & Muschl.;Lifago dielsii Schweinf. & Muschl.;Lifago dielsii Schweinf. & Muschl.;NULL;0;1
2434;65346788;1263;001.028.001.023.128;Ligularia Cass.;Ligularia Cass.;Ligularia Cass.;Ligularia Cass.;NULL;0;1
2435;65346788;2434;001.028.001.023.128.001;Ligularia tissulaginea (Burm.f.) Makino;Ligularia tissulaginea (Burm.f.) Makino;Ligularia tissulaginea (Burm.f.) Makino;Ligularia tissulaginea (Burm.f.) Makino;NULL;0;1
2436;65346788;1263;001.028.001.023.129;Limbarda;Limbarda;Limbarda;Limbarda;NULL;0;1
2437;65346788;2436;001.028.001.023.129.001;Limbarda crithmoides (L.) Dumort.;Limbarda crithmoides (L.) Dumort.;Limbarda crithmoides (L.) Dumort.;Limbarda crithmoides (L.) Dumort.;NULL;0;1
2438;65346788;2437;001.028.001.023.129.001.001;Limbarda crithmoides (L.) Dumort. subsp. longifolia (Acang.) Greuter;Limbarda crithmoides (L.) Dumort. subsp. longifolia (Acang.) Greuter;Limbarda crithmoides (L.) Dumort. subsp. longifolia (Acang.) Greuter;Limbarda crithmoides (L.) Dumort. subsp. longifolia (Acang.) Greuter;NULL;0;1
2439;65346788;1263;001.028.001.023.130;Lonas Adans.;Lonas Adans.;Lonas Adans.;Lonas Adans.;NULL;0;1
2440;65346788;2439;001.028.001.023.130.001;Lonas inodora Gaertn.;Lonas inodora Gaertn.;Lonas inodora Gaertn.;Lonas inodora Gaertn.;NULL;0;1
2441;65346788;1263;001.028.001.023.131;Lugoa;Lugoa;Lugoa;Lugoa;NULL;0;1
2442;65346788;2441;001.028.001.023.131.001;Lugoa revoluta (C.Sm.) DC.;Lugoa revoluta (C.Sm.) DC.;Lugoa revoluta (C.Sm.) DC.;Lugoa revoluta (C.Sm.) DC.;NULL;0;1
2443;65346788;1263;001.028.001.023.132;Mantisalca Cass.;Mantisalca Cass.;Mantisalca Cass.;Mantisalca Cass.;NULL;0;1
2444;65346788;2443;001.028.001.023.132.001;Mantisalca amberboides (Caball.) Maire;Mantisalca amberboides (Caball.) Maire;Mantisalca amberboides (Caball.) Maire;Mantisalca amberboides (Caball.) Maire;NULL;0;1
2445;65346788;2443;001.028.001.023.132.002;Mantisalca delestrei (Spach) Briq. & Cavill.;Mantisalca delestrei (Spach) Briq. & Cavill.;Mantisalca delestrei (Spach) Briq. & Cavill.;Mantisalca delestrei (Spach) Briq. & Cavill.;NULL;0;1
2446;65346788;2443;001.028.001.023.132.003;Mantisalca duriaei (Spach) Briq. & Cavill.;Mantisalca duriaei (Spach) Briq. & Cavill.;Mantisalca duriaei (Spach) Briq. & Cavill.;Mantisalca duriaei (Spach) Briq. & Cavill.;NULL;0;1
2447;65346788;2443;001.028.001.023.132.004;Mantisalca salmantica (L.) Briq. & Cavill.;Mantisalca salmantica (L.) Briq. & Cavill.;Mantisalca salmantica (L.) Briq. & Cavill.;Mantisalca salmantica (L.) Briq. & Cavill.;NULL;0;1
2448;65346788;1263;001.028.001.023.133;Matricaria L.;Matricaria L.;Matricaria L.;Matricaria L.;NULL;0;1
2449;65346788;2448;001.028.001.023.133.001;Matricaria aurea (Loefl.) Sch.Bip.;Matricaria aurea (Loefl.) Sch.Bip.;Matricaria aurea (Loefl.) Sch.Bip.;Matricaria aurea (Loefl.) Sch.Bip.;NULL;0;1
2450;65346788;2448;001.028.001.023.133.002;Matricaria discoidea DC.;Matricaria discoidea DC.;Matricaria discoidea DC.;Matricaria discoidea DC.;NULL;0;1
2451;65346788;2448;001.028.001.023.133.003;Matricaria perforata Mérat;Matricaria perforata Mérat;Matricaria perforata Mérat;Matricaria perforata Mérat;NULL;0;1
2452;65346788;2448;001.028.001.023.133.004;Matricaria recutita L.;Matricaria recutita L.;Matricaria recutita L.;Matricaria recutita L.;NULL;0;1
2453;65346788;1263;001.028.001.023.134;Mauranthemum;Mauranthemum;Mauranthemum;Mauranthemum;NULL;0;1
2454;65346788;2453;001.028.001.023.134.001;Mauranthemum decipiens (Pomel) Vogt & Oberpr.;Mauranthemum decipiens (Pomel) Vogt & Oberpr.;Mauranthemum decipiens (Pomel) Vogt & Oberpr.;Mauranthemum decipiens (Pomel) Vogt & Oberpr.;NULL;0;1
2455;65346788;2453;001.028.001.023.134.002;Mauranthemum gaetulum (Batt.) Vogt & Oberpr.;Mauranthemum gaetulum (Batt.) Vogt & Oberpr.;Mauranthemum gaetulum (Batt.) Vogt & Oberpr.;Mauranthemum gaetulum (Batt.) Vogt & Oberpr.;NULL;0;1
2456;65346788;2453;001.028.001.023.134.003;Mauranthemum paludosum (Poir.) Vogt & Oberpr.;Mauranthemum paludosum (Poir.) Vogt & Oberpr.;Mauranthemum paludosum (Poir.) Vogt & Oberpr.;Mauranthemum paludosum (Poir.) Vogt & Oberpr.;NULL;0;1
2457;65346788;2453;001.028.001.023.134.004;Mauranthemum reboudianum (Pomel) Vogt & Oberpr.;Mauranthemum reboudianum (Pomel) Vogt & Oberpr.;Mauranthemum reboudianum (Pomel) Vogt & Oberpr.;Mauranthemum reboudianum (Pomel) Vogt & Oberpr.;NULL;0;1
2458;65346788;1263;001.028.001.023.135;Mecomischus Coss.;Mecomischus Coss.;Mecomischus Coss.;Mecomischus Coss.;NULL;0;1
2459;65346788;2458;001.028.001.023.135.001;Mecomischus halimifolius (Munby) Hochr.;Mecomischus halimifolius (Munby) Hochr.;Mecomischus halimifolius (Munby) Hochr.;Mecomischus halimifolius (Munby) Hochr.;NULL;0;1
2460;65346788;2458;001.028.001.023.135.002;Mecomischus pedunculatus (Coss. & Durieu) Oberpr. & Greuter;Mecomischus pedunculatus (Coss. & Durieu) Oberpr. & Greuter;Mecomischus pedunculatus (Coss. & Durieu) Oberpr. & Greuter;Mecomischus pedunculatus (Coss. & Durieu) Oberpr. & Greuter;NULL;0;1
2461;65346788;1263;001.028.001.023.136;Micropus L.;Micropus L.;Micropus L.;Micropus L.;NULL;0;1
2462;65346788;2461;001.028.001.023.136.001;Micropus supinus L.;Micropus supinus L.;Micropus supinus L.;Micropus supinus L.;NULL;0;1
2463;65346788;1263;001.028.001.023.137;Montanoa;Montanoa;Montanoa;Montanoa;NULL;0;1
2464;65346788;2463;001.028.001.023.137.001;Montanoa bipinnatifida (Kunth) K.Koch;Montanoa bipinnatifida (Kunth) K.Koch;Montanoa bipinnatifida (Kunth) K.Koch;Montanoa bipinnatifida (Kunth) K.Koch;NULL;0;1
2465;65346788;1263;001.028.001.023.138;Nivellea;Nivellea;Nivellea;Nivellea;NULL;0;1
