ID;Id_Type;Id_Parent;hierarchy;topic_fr;topic_en;definition_fr;definition_en;Reference;available_EAU;available_Morocco
59;65346788;2;001.028.001;Cormophyta;Cormophyta;Cormophyta;Cormophyta;NULL;0;1
60;65346788;59;001.028.001.001;Acanthaceae;Acanthaceae;Acanthaceae;Acanthaceae;NULL;0;1
61;65346788;60;001.028.001.001.001;Acanthus L.;Acanthus L.;Acanthus L.;Acanthus L.;NULL;0;1
62;65346788;61;001.028.001.001.001.001;Acanthus mollis L.;Acanthus mollis L.;Acanthus mollis L.;Acanthus mollis L.;NULL;0;1
63;65346788;62;001.028.001.001.001.001.001;Acanthus mollis L. subsp. mollis;Acanthus mollis L. subsp. mollis;Acanthus mollis L. subsp. mollis;Acanthus mollis L. subsp. mollis;NULL;0;1
64;65346788;62;001.028.001.001.001.001.002;Acanthus mollis L. subsp. platyphyllus Murb.;Acanthus mollis L. subsp. platyphyllus Murb.;Acanthus mollis L. subsp. platyphyllus Murb.;Acanthus mollis L. subsp. platyphyllus Murb.;NULL;0;1
65;65346788;61;001.028.001.001.001.002;Acanthus spinosus L.;Acanthus spinosus L.;Acanthus spinosus L.;Acanthus spinosus L.;NULL;0;1
66;65346788;60;001.028.001.001.002;Asystasia Blume;Asystasia Blume;Asystasia Blume;Asystasia Blume;NULL;0;1
67;65346788;66;001.028.001.001.002.001;Asystasia gangetica (L.) T.Anderson;Asystasia gangetica (L.) T.Anderson;Asystasia gangetica (L.) T.Anderson;Asystasia gangetica (L.) T.Anderson;NULL;0;1
68;65346788;60;001.028.001.001.003;Barleria L.;Barleria L.;Barleria L.;Barleria L.;NULL;0;1
69;65346788;68;001.028.001.001.003.001;Barleria acanthoides Vahl;Barleria acanthoides Vahl;Barleria acanthoides Vahl;Barleria acanthoides Vahl;NULL;0;1
70;65346788;68;001.028.001.001.003.002;Barleria hochstetteri Nees ex DC.;Barleria hochstetteri Nees ex DC.;Barleria hochstetteri Nees ex DC.;Barleria hochstetteri Nees ex DC.;NULL;0;1
71;65346788;68;001.028.001.001.003.003;Barleria lanceata (Forssk.) C.Chr.;Barleria lanceata (Forssk.) C.Chr.;Barleria lanceata (Forssk.) C.Chr.;Barleria lanceata (Forssk.) C.Chr.;NULL;0;1
72;65346788;68;001.028.001.001.003.004;Barleria lancifolia T.Anderson;Barleria lancifolia T.Anderson;Barleria lancifolia T.Anderson;Barleria lancifolia T.Anderson;NULL;0;1
73;65346788;72;001.028.001.001.003.004.001;Barleria lancifolia T.Anderson subsp. charlesii (Benoist) J.-P.Lebrun & Monod;Barleria lancifolia T.Anderson subsp. charlesii (Benoist) J.-P.Lebrun & Monod;Barleria lancifolia T.Anderson subsp. charlesii (Benoist) J.-P.Lebrun & Monod;Barleria lancifolia T.Anderson subsp. charlesii (Benoist) J.-P.Lebrun & Monod;NULL;0;1
74;65346788;68;001.028.001.001.003.005;Barleria schmittii Benoist;Barleria schmittii Benoist;Barleria schmittii Benoist;Barleria schmittii Benoist;NULL;0;1
75;65346788;60;001.028.001.001.004;Blepharis Juss.;Blepharis Juss.;Blepharis Juss.;Blepharis Juss.;NULL;0;1
76;65346788;75;001.028.001.001.004.001;Blepharis attenuata Napper;Blepharis attenuata Napper;Blepharis attenuata Napper;Blepharis attenuata Napper;NULL;0;1
77;65346788;75;001.028.001.001.004.002;Blepharis ciliaris (L.) B.L.Burtt;Blepharis ciliaris (L.) B.L.Burtt;Blepharis ciliaris (L.) B.L.Burtt;Blepharis ciliaris (L.) B.L.Burtt;NULL;0;1
78;65346788;75;001.028.001.001.004.003;Blepharis edulis Pers.;Blepharis edulis Pers.;Blepharis edulis Pers.;Blepharis edulis Pers.;NULL;0;1
79;65346788;75;001.028.001.001.004.004;Blepharis linariifolia Pers.;Blepharis linariifolia Pers.;Blepharis linariifolia Pers.;Blepharis linariifolia Pers.;NULL;0;1
80;65346788;75;001.028.001.001.004.005;Blepharis maderaspatensis (L.) B.Heyne ex Roth;Blepharis maderaspatensis (L.) B.Heyne ex Roth;Blepharis maderaspatensis (L.) B.Heyne ex Roth;Blepharis maderaspatensis (L.) B.Heyne ex Roth;NULL;0;1
81;65346788;80;001.028.001.001.004.005.001;Blepharis maderaspatensis (L.) B.Heyne ex Roth subsp. rubiifolia (Schumach.) Napper;Blepharis maderaspatensis (L.) B.Heyne ex Roth subsp. rubiifolia (Schumach.) Napper;Blepharis maderaspatensis (L.) B.Heyne ex Roth subsp. rubiifolia (Schumach.) Napper;Blepharis maderaspatensis (L.) B.Heyne ex Roth subsp. rubiifolia (Schumach.) Napper;NULL;0;1
82;65346788;60;001.028.001.001.005;Dicliptera Juss.;Dicliptera Juss.;Dicliptera Juss.;Dicliptera Juss.;NULL;0;1
83;65346788;82;001.028.001.001.005.001;Dicliptera paniculata (Forssk.) I.Darbysh.;Dicliptera paniculata (Forssk.) I.Darbysh.;Dicliptera paniculata (Forssk.) I.Darbysh.;Dicliptera paniculata (Forssk.) I.Darbysh.;NULL;0;1
84;65346788;60;001.028.001.001.006;Ecbolium Kurz;Ecbolium Kurz;Ecbolium Kurz;Ecbolium Kurz;NULL;0;1
85;65346788;84;001.028.001.001.006.001;Ecbolium viride (Forssk.) Alston;Ecbolium viride (Forssk.) Alston;Ecbolium viride (Forssk.) Alston;Ecbolium viride (Forssk.) Alston;NULL;0;1
86;65346788;60;001.028.001.001.007;Justicia L.;Justicia L.;Justicia L.;Justicia L.;NULL;0;1
87;65346788;86;001.028.001.001.007.001;Justicia heterocarpa T.Anderson;Justicia heterocarpa T.Anderson;Justicia heterocarpa T.Anderson;Justicia heterocarpa T.Anderson;NULL;0;1
88;65346788;86;001.028.001.001.007.002;Justicia hyssopifolia L.;Justicia hyssopifolia L.;Justicia hyssopifolia L.;Justicia hyssopifolia L.;NULL;0;1
89;65346788;86;001.028.001.001.007.003;Justicia ladanoides Lam.;Justicia ladanoides Lam.;Justicia ladanoides Lam.;Justicia ladanoides Lam.;NULL;0;1
90;65346788;60;001.028.001.001.008;Ruellia L.;Ruellia L.;Ruellia L.;Ruellia L.;NULL;0;1
91;65346788;90;001.028.001.001.008.001;Ruellia patula Jacq.;Ruellia patula Jacq.;Ruellia patula Jacq.;Ruellia patula Jacq.;NULL;0;1
92;65346788;59;001.028.001.002;Aceraceae;Aceraceae;Aceraceae;Aceraceae;NULL;0;1
93;65346788;92;001.028.001.002.001;Acer L.;Acer L.;Acer L.;Acer L.;NULL;0;1
94;65346788;93;001.028.001.002.001.001;Acer campestre L.;Acer campestre L.;Acer campestre L.;Acer campestre L.;NULL;0;1
95;65346788;93;001.028.001.002.001.002;Acer granatense Boiss.;Acer granatense Boiss.;Acer granatense Boiss.;Acer granatense Boiss.;NULL;0;1
96;65346788;95;001.028.001.002.001.002.001;Acer granatense Boiss. subsp. xauense (Pau & Font Quer) Dobignard;Acer granatense Boiss. subsp. xauense (Pau & Font Quer) Dobignard;Acer granatense Boiss. subsp. xauense (Pau & Font Quer) Dobignard;Acer granatense Boiss. subsp. xauense (Pau & Font Quer) Dobignard;NULL;0;1
97;65346788;93;001.028.001.002.001.003;Acer monspessulanum L.;Acer monspessulanum L.;Acer monspessulanum L.;Acer monspessulanum L.;NULL;0;1
98;65346788;97;001.028.001.002.001.003.001;Acer monspessulanum L. subsp. martinii (Jord.) P.Fourn.;Acer monspessulanum L. subsp. martinii (Jord.) P.Fourn.;Acer monspessulanum L. subsp. martinii (Jord.) P.Fourn.;Acer monspessulanum L. subsp. martinii (Jord.) P.Fourn.;NULL;0;1
99;65346788;97;001.028.001.002.001.003.002;Acer monspessulanum L. subsp. monspessulanum;Acer monspessulanum L. subsp. monspessulanum;Acer monspessulanum L. subsp. monspessulanum;Acer monspessulanum L. subsp. monspessulanum;NULL;0;1
100;65346788;93;001.028.001.002.001.004;Acer negundo L.;Acer negundo L.;Acer negundo L.;Acer negundo L.;NULL;0;1
101;65346788;93;001.028.001.002.001.005;Acer obtusatum Willd.;Acer obtusatum Willd.;Acer obtusatum Willd.;Acer obtusatum Willd.;NULL;0;1
102;65346788;93;001.028.001.002.001.006;Acer pseudoplatanus L.;Acer pseudoplatanus L.;Acer pseudoplatanus L.;Acer pseudoplatanus L.;NULL;0;1
103;65346788;59;001.028.001.003;Adoxaceae;Adoxaceae;Adoxaceae;Adoxaceae;NULL;0;1
104;65346788;103;001.028.001.003.001;Adoxa L.;Adoxa L.;Adoxa L.;Adoxa L.;NULL;0;1
105;65346788;104;001.028.001.003.001.001;Adoxa moschatellina L.;Adoxa moschatellina L.;Adoxa moschatellina L.;Adoxa moschatellina L.;NULL;0;1
106;65346788;59;001.028.001.004;Agavaceae;Agavaceae;Agavaceae;Agavaceae;NULL;0;1
107;65346788;106;001.028.001.004.001;Agave L.;Agave L.;Agave L.;Agave L.;NULL;0;1
108;65346788;107;001.028.001.004.001.001;Agave americana L.;Agave americana L.;Agave americana L.;Agave americana L.;NULL;0;1
109;65346788;107;001.028.001.004.001.002;Agave ferox C.Koch;Agave ferox C.Koch;Agave ferox C.Koch;Agave ferox C.Koch;NULL;0;1
110;65346788;107;001.028.001.004.001.003;Agave foucroydes Lem.;Agave foucroydes Lem.;Agave foucroydes Lem.;Agave foucroydes Lem.;NULL;0;1
111;65346788;107;001.028.001.004.001.004;Agave sisalana (Engelm.) Perrine;Agave sisalana (Engelm.) Perrine;Agave sisalana (Engelm.) Perrine;Agave sisalana (Engelm.) Perrine;NULL;0;1
112;65346788;59;001.028.001.005;Aizoaceae;Aizoaceae;Aizoaceae;Aizoaceae;NULL;0;1
113;65346788;112;001.028.001.005.001;Aizoon L.;Aizoon L.;Aizoon L.;Aizoon L.;NULL;0;1
114;65346788;113;001.028.001.005.001.001;Aizoon canariense L.;Aizoon canariense L.;Aizoon canariense L.;Aizoon canariense L.;NULL;0;1
115;65346788;113;001.028.001.005.001.002;Aizoon hispanicum L.;Aizoon hispanicum L.;Aizoon hispanicum L.;Aizoon hispanicum L.;NULL;0;1
116;65346788;112;001.028.001.005.002;Aptenia N.E.Br.;Aptenia N.E.Br.;Aptenia N.E.Br.;Aptenia N.E.Br.;NULL;0;1
117;65346788;116;001.028.001.005.002.001;Aptenia cordifolia (L.f.) Schwantes;Aptenia cordifolia (L.f.) Schwantes;Aptenia cordifolia (L.f.) Schwantes;Aptenia cordifolia (L.f.) Schwantes;NULL;0;1
118;65346788;112;001.028.001.005.003;Carpobrotus N.E.Br.;Carpobrotus N.E.Br.;Carpobrotus N.E.Br.;Carpobrotus N.E.Br.;NULL;0;1
119;65346788;118;001.028.001.005.003.001;Carpobrotus edulis (L.) N.E.Br.;Carpobrotus edulis (L.) N.E.Br.;Carpobrotus edulis (L.) N.E.Br.;Carpobrotus edulis (L.) N.E.Br.;NULL;0;1
120;65346788;112;001.028.001.005.004;Corbichonia Scop.;Corbichonia Scop.;Corbichonia Scop.;Corbichonia Scop.;NULL;0;1
121;65346788;120;001.028.001.005.004.001;Corbichonia decumbens (Forssk.) Exell;Corbichonia decumbens (Forssk.) Exell;Corbichonia decumbens (Forssk.) Exell;Corbichonia decumbens (Forssk.) Exell;NULL;0;1
122;65346788;112;001.028.001.005.005;Gisekia L.;Gisekia L.;Gisekia L.;Gisekia L.;NULL;0;1
123;65346788;122;001.028.001.005.005.001;Gisekia pharnacioides L.;Gisekia pharnacioides L.;Gisekia pharnacioides L.;Gisekia pharnacioides L.;NULL;0;1
124;65346788;112;001.028.001.005.006;Glinus L.;Glinus L.;Glinus L.;Glinus L.;NULL;0;1
125;65346788;124;001.028.001.005.006.001;Glinus lotoides L.;Glinus lotoides L.;Glinus lotoides L.;Glinus lotoides L.;NULL;0;1
126;65346788;124;001.028.001.005.006.002;Glinus runkewitzii Täckh. & Boulos;Glinus runkewitzii Täckh. & Boulos;Glinus runkewitzii Täckh. & Boulos;Glinus runkewitzii Täckh. & Boulos;NULL;0;1
127;65346788;112;001.028.001.005.007;Limeum L.;Limeum L.;Limeum L.;Limeum L.;NULL;0;1
128;65346788;127;001.028.001.005.007.001;Limeum diffusum (J.Gay) Schinz;Limeum diffusum (J.Gay) Schinz;Limeum diffusum (J.Gay) Schinz;Limeum diffusum (J.Gay) Schinz;NULL;0;1
129;65346788;127;001.028.001.005.007.002;Limeum obovatum Vicary;Limeum obovatum Vicary;Limeum obovatum Vicary;Limeum obovatum Vicary;NULL;0;1
130;65346788;127;001.028.001.005.007.003;Limeum pteropcarpum (J.Gay) Heimerl;Limeum pteropcarpum (J.Gay) Heimerl;Limeum pteropcarpum (J.Gay) Heimerl;Limeum pteropcarpum (J.Gay) Heimerl;NULL;0;1
131;65346788;127;001.028.001.005.007.004;Limeum viscosum (J.Gay) Fenzl;Limeum viscosum (J.Gay) Fenzl;Limeum viscosum (J.Gay) Fenzl;Limeum viscosum (J.Gay) Fenzl;NULL;0;1
132;65346788;131;001.028.001.005.007.004.001;Limeum viscosum (J.Gay) Fenzl subsp. viscosum;Limeum viscosum (J.Gay) Fenzl subsp. viscosum;Limeum viscosum (J.Gay) Fenzl subsp. viscosum;Limeum viscosum (J.Gay) Fenzl subsp. viscosum;NULL;0;1
133;65346788;112;001.028.001.005.008;Mesembryanthemum L.;Mesembryanthemum L.;Mesembryanthemum L.;Mesembryanthemum L.;NULL;0;1
134;65346788;133;001.028.001.005.008.001;Mesembryanthemum crystallinum L.;Mesembryanthemum crystallinum L.;Mesembryanthemum crystallinum L.;Mesembryanthemum crystallinum L.;NULL;0;1
135;65346788;133;001.028.001.005.008.002;Mesembryanthemum nodiflorum L.;Mesembryanthemum nodiflorum L.;Mesembryanthemum nodiflorum L.;Mesembryanthemum nodiflorum L.;NULL;0;1
136;65346788;112;001.028.001.005.009;Mollugo L.;Mollugo L.;Mollugo L.;Mollugo L.;NULL;0;1
137;65346788;136;001.028.001.005.009.001;Mollugo cerviana (L.) Ser. ex DC.;Mollugo cerviana (L.) Ser. ex DC.;Mollugo cerviana (L.) Ser. ex DC.;Mollugo cerviana (L.) Ser. ex DC.;NULL;0;1
138;65346788;136;001.028.001.005.009.002;Mollugo nudicaulis Lam.;Mollugo nudicaulis Lam.;Mollugo nudicaulis Lam.;Mollugo nudicaulis Lam.;NULL;0;1
139;65346788;112;001.028.001.005.010;Opophytum N.E.Br.;Opophytum N.E.Br.;Opophytum N.E.Br.;Opophytum N.E.Br.;NULL;0;1
140;65346788;139;001.028.001.005.010.001;Opophytum forskhalii (Boiss.) N.E.Br.;Opophytum forskhalii (Boiss.) N.E.Br.;Opophytum forskhalii (Boiss.) N.E.Br.;Opophytum forskhalii (Boiss.) N.E.Br.;NULL;0;1
141;65346788;112;001.028.001.005.011;Sesuvium L.;Sesuvium L.;Sesuvium L.;Sesuvium L.;NULL;0;1
142;65346788;141;001.028.001.005.011.001;Sesuvium portulacastrum (L.) L.;Sesuvium portulacastrum (L.) L.;Sesuvium portulacastrum (L.) L.;Sesuvium portulacastrum (L.) L.;NULL;0;1
143;65346788;141;001.028.001.005.011.002;Sesuvium sesuvioides (Fenzl) Verdc.;Sesuvium sesuvioides (Fenzl) Verdc.;Sesuvium sesuvioides (Fenzl) Verdc.;Sesuvium sesuvioides (Fenzl) Verdc.;NULL;0;1
144;65346788;112;001.028.001.005.012;Tetragonia L.;Tetragonia L.;Tetragonia L.;Tetragonia L.;NULL;0;1
145;65346788;144;001.028.001.005.012.001;Tetragonia tetragonioides (Pall.) Kuntze;Tetragonia tetragonioides (Pall.) Kuntze;Tetragonia tetragonioides (Pall.) Kuntze;Tetragonia tetragonioides (Pall.) Kuntze;NULL;0;1
146;65346788;112;001.028.001.005.013;Trianthema L.;Trianthema L.;Trianthema L.;Trianthema L.;NULL;0;1
147;65346788;146;001.028.001.005.013.001;Trianthema portulacastrum L.;Trianthema portulacastrum L.;Trianthema portulacastrum L.;Trianthema portulacastrum L.;NULL;0;1
148;65346788;146;001.028.001.005.013.002;Trianthema triquetra Willd. ex Spreng.;Trianthema triquetra Willd. ex Spreng.;Trianthema triquetra Willd. ex Spreng.;Trianthema triquetra Willd. ex Spreng.;NULL;0;1
149;65346788;112;001.028.001.005.014;Zaleya Burm.f.;Zaleya Burm.f.;Zaleya Burm.f.;Zaleya Burm.f.;NULL;0;1
150;65346788;149;001.028.001.005.014.001;Zaleya decandra (L.) Burm.f.;Zaleya decandra (L.) Burm.f.;Zaleya decandra (L.) Burm.f.;Zaleya decandra (L.) Burm.f.;NULL;0;1
151;65346788;149;001.028.001.005.014.002;Zaleya pentandra (L.) C.Jeffrey;Zaleya pentandra (L.) C.Jeffrey;Zaleya pentandra (L.) C.Jeffrey;Zaleya pentandra (L.) C.Jeffrey;NULL;0;1
152;65346788;59;001.028.001.006;Alismataceae;Alismataceae;Alismataceae;Alismataceae;NULL;0;1
153;65346788;152;001.028.001.006.001;Alisma L.;Alisma L.;Alisma L.;Alisma L.;NULL;0;1
154;65346788;153;001.028.001.006.001.001;Alisma gramineum Lej.;Alisma gramineum Lej.;Alisma gramineum Lej.;Alisma gramineum Lej.;NULL;0;1
155;65346788;153;001.028.001.006.001.002;Alisma lanceolatum With.;Alisma lanceolatum With.;Alisma lanceolatum With.;Alisma lanceolatum With.;NULL;0;1
156;65346788;153;001.028.001.006.001.003;Alisma plantago-aquatica L.;Alisma plantago-aquatica L.;Alisma plantago-aquatica L.;Alisma plantago-aquatica L.;NULL;0;1
157;65346788;156;001.028.001.006.001.003.001;Alisma plantago-aquatica L. subsp. plantago-aquatica;Alisma plantago-aquatica L. subsp. plantago-aquatica;Alisma plantago-aquatica L. subsp. plantago-aquatica;Alisma plantago-aquatica L. subsp. plantago-aquatica;NULL;0;1
158;65346788;152;001.028.001.006.002;Baldellia Parl.;Baldellia Parl.;Baldellia Parl.;Baldellia Parl.;NULL;0;1
159;65346788;158;001.028.001.006.002.001;Baldellia ranunculoides (L.) Parl.;Baldellia ranunculoides (L.) Parl.;Baldellia ranunculoides (L.) Parl.;Baldellia ranunculoides (L.) Parl.;NULL;0;1
160;65346788;158;001.028.001.006.002.002;Baldellia repens (Lam.) Lawalrée;Baldellia repens (Lam.) Lawalrée;Baldellia repens (Lam.) Lawalrée;Baldellia repens (Lam.) Lawalrée;NULL;0;1
161;65346788;152;001.028.001.006.003;Caldesia Parl.;Caldesia Parl.;Caldesia Parl.;Caldesia Parl.;NULL;0;1
162;65346788;161;001.028.001.006.003.001;Caldesia reniformis (D.Don) Makino;Caldesia reniformis (D.Don) Makino;Caldesia reniformis (D.Don) Makino;Caldesia reniformis (D.Don) Makino;NULL;0;1
163;65346788;152;001.028.001.006.004;Damasonium Mill.;Damasonium Mill.;Damasonium Mill.;Damasonium Mill.;NULL;0;1
164;65346788;163;001.028.001.006.004.001;Damasonium alisma Mill.;Damasonium alisma Mill.;Damasonium alisma Mill.;Damasonium alisma Mill.;NULL;0;1
165;65346788;164;001.028.001.006.004.001.001;Damasonium alisma Mill. subsp. alisma;Damasonium alisma Mill. subsp. alisma;Damasonium alisma Mill. subsp. alisma;Damasonium alisma Mill. subsp. alisma;NULL;0;1
166;65346788;164;001.028.001.006.004.001.002;Damasonium alisma Mill. subsp. bourgaei (Coss.) Maire;Damasonium alisma Mill. subsp. bourgaei (Coss.) Maire;Damasonium alisma Mill. subsp. bourgaei (Coss.) Maire;Damasonium alisma Mill. subsp. bourgaei (Coss.) Maire;NULL;0;1
167;65346788;164;001.028.001.006.004.001.003;Damasonium alisma Mill. subsp. polyspermum (Coss.) Maire;Damasonium alisma Mill. subsp. polyspermum (Coss.) Maire;Damasonium alisma Mill. subsp. polyspermum (Coss.) Maire;Damasonium alisma Mill. subsp. polyspermum (Coss.) Maire;NULL;0;1
168;65346788;59;001.028.001.007;Alliaceae;Alliaceae;Alliaceae;Alliaceae;NULL;0;1
169;65346788;168;001.028.001.007.001;Allium L.;Allium L.;Allium L.;Allium L.;NULL;0;1
170;65346788;169;001.028.001.007.001.001;Allium ampeloprasum L.;Allium ampeloprasum L.;Allium ampeloprasum L.;Allium ampeloprasum L.;NULL;0;1
171;65346788;170;001.028.001.007.001.001.001;Allium ampeloprasum L. subsp. ampeloprasum;Allium ampeloprasum L. subsp. ampeloprasum;Allium ampeloprasum L. subsp. ampeloprasum;Allium ampeloprasum L. subsp. ampeloprasum;NULL;0;1
172;65346788;169;001.028.001.007.001.002;Allium antiatlanticum Emb. & Maire;Allium antiatlanticum Emb. & Maire;Allium antiatlanticum Emb. & Maire;Allium antiatlanticum Emb. & Maire;NULL;0;1
173;65346788;169;001.028.001.007.001.003;Allium ascalonicum L.;Allium ascalonicum L.;Allium ascalonicum L.;Allium ascalonicum L.;NULL;0;1
174;65346788;169;001.028.001.007.001.004;Allium baeticum Boiss.;Allium baeticum Boiss.;Allium baeticum Boiss.;Allium baeticum Boiss.;NULL;0;1
175;65346788;169;001.028.001.007.001.005;Allium blomfieldianum Asch. & Schweinf.;Allium blomfieldianum Asch. & Schweinf.;Allium blomfieldianum Asch. & Schweinf.;Allium blomfieldianum Asch. & Schweinf.;NULL;0;1
176;65346788;169;001.028.001.007.001.006;Allium cepa L.;Allium cepa L.;Allium cepa L.;Allium cepa L.;NULL;0;1
177;65346788;169;001.028.001.007.001.007;Allium chamaemoly L.;Allium chamaemoly L.;Allium chamaemoly L.;Allium chamaemoly L.;NULL;0;1
178;65346788;177;001.028.001.007.001.007.001;Allium chamaemoly L. subsp. chamaemoly;Allium chamaemoly L. subsp. chamaemoly;Allium chamaemoly L. subsp. chamaemoly;Allium chamaemoly L. subsp. chamaemoly;NULL;0;1
179;65346788;177;001.028.001.007.001.007.002;Allium chamaemoly L. subsp. longicaulis Rapin & Valdés;Allium chamaemoly L. subsp. longicaulis Rapin & Valdés;Allium chamaemoly L. subsp. longicaulis Rapin & Valdés;Allium chamaemoly L. subsp. longicaulis Rapin & Valdés;NULL;0;1
180;65346788;169;001.028.001.007.001.008;Allium coppoleri Tineo;Allium coppoleri Tineo;Allium coppoleri Tineo;Allium coppoleri Tineo;NULL;0;1
181;65346788;169;001.028.001.007.001.009;Allium crameri Asch. & Boiss.;Allium crameri Asch. & Boiss.;Allium crameri Asch. & Boiss.;Allium crameri Asch. & Boiss.;NULL;0;1
182;65346788;169;001.028.001.007.001.010;Allium cupanii Raf.;Allium cupanii Raf.;Allium cupanii Raf.;Allium cupanii Raf.;NULL;0;1
183;65346788;169;001.028.001.007.001.011;Allium desertorum Forssk.;Allium desertorum Forssk.;Allium desertorum Forssk.;Allium desertorum Forssk.;NULL;0;1
184;65346788;169;001.028.001.007.001.012;Allium erdelii Zucc.;Allium erdelii Zucc.;Allium erdelii Zucc.;Allium erdelii Zucc.;NULL;0;1
185;65346788;169;001.028.001.007.001.013;Allium fontanesii J.Gay;Allium fontanesii J.Gay;Allium fontanesii J.Gay;Allium fontanesii J.Gay;NULL;0;1
186;65346788;169;001.028.001.007.001.014;Allium greuteri Brullo & Pavone;Allium greuteri Brullo & Pavone;Allium greuteri Brullo & Pavone;Allium greuteri Brullo & Pavone;NULL;0;1
187;65346788;169;001.028.001.007.001.015;Allium guttatum Steven;Allium guttatum Steven;Allium guttatum Steven;Allium guttatum Steven;NULL;0;1
188;65346788;187;001.028.001.007.001.015.001;Allium guttatum Steven subsp. sardoum (Moris) Stearn;Allium guttatum Steven subsp. sardoum (Moris) Stearn;Allium guttatum Steven subsp. sardoum (Moris) Stearn;Allium guttatum Steven subsp. sardoum (Moris) Stearn;NULL;0;1
189;65346788;169;001.028.001.007.001.016;Allium hirtovaginatum Kunth;Allium hirtovaginatum Kunth;Allium hirtovaginatum Kunth;Allium hirtovaginatum Kunth;NULL;0;1
190;65346788;169;001.028.001.007.001.017;Allium kurrat Schweinf. ex K.Krause;Allium kurrat Schweinf. ex K.Krause;Allium kurrat Schweinf. ex K.Krause;Allium kurrat Schweinf. ex K.Krause;NULL;0;1
191;65346788;169;001.028.001.007.001.018;Allium longanum Pamp.;Allium longanum Pamp.;Allium longanum Pamp.;Allium longanum Pamp.;NULL;0;1
192;65346788;169;001.028.001.007.001.019;Allium longispathum Delaroche;Allium longispathum Delaroche;Allium longispathum Delaroche;Allium longispathum Delaroche;NULL;0;1
193;65346788;169;001.028.001.007.001.020;Allium mareoticum Bornm. & Gauba;Allium mareoticum Bornm. & Gauba;Allium mareoticum Bornm. & Gauba;Allium mareoticum Bornm. & Gauba;NULL;0;1
194;65346788;169;001.028.001.007.001.021;Allium massaesylum Batt. & Trab.;Allium massaesylum Batt. & Trab.;Allium massaesylum Batt. & Trab.;Allium massaesylum Batt. & Trab.;NULL;0;1
195;65346788;169;001.028.001.007.001.022;Allium messaesylum Batt. & Trab.;Allium messaesylum Batt. & Trab.;Allium messaesylum Batt. & Trab.;Allium messaesylum Batt. & Trab.;NULL;0;1
196;65346788;169;001.028.001.007.001.023;Allium neapolitanum Cirillo;Allium neapolitanum Cirillo;Allium neapolitanum Cirillo;Allium neapolitanum Cirillo;NULL;0;1
197;65346788;169;001.028.001.007.001.024;Allium nigrum L.;Allium nigrum L.;Allium nigrum L.;Allium nigrum L.;NULL;0;1
198;65346788;169;001.028.001.007.001.025;Allium orientale Boiss.;Allium orientale Boiss.;Allium orientale Boiss.;Allium orientale Boiss.;NULL;0;1
199;65346788;169;001.028.001.007.001.026;Allium pallens L.;Allium pallens L.;Allium pallens L.;Allium pallens L.;NULL;0;1
200;65346788;169;001.028.001.007.001.027;Allium paniculatum L.;Allium paniculatum L.;Allium paniculatum L.;Allium paniculatum L.;NULL;0;1
201;65346788;200;001.028.001.007.001.027.001;Allium paniculatum L. subsp. paniculatum;Allium paniculatum L. subsp. paniculatum;Allium paniculatum L. subsp. paniculatum;Allium paniculatum L. subsp. paniculatum;NULL;0;1
202;65346788;169;001.028.001.007.001.028;Allium pardoi Loscos;Allium pardoi Loscos;Allium pardoi Loscos;Allium pardoi Loscos;NULL;0;1
203;65346788;169;001.028.001.007.001.029;Allium porrum L.;Allium porrum L.;Allium porrum L.;Allium porrum L.;NULL;0;1
204;65346788;203;001.028.001.007.001.029.001;Allium porrum L. subsp. polyanthum (Schult. & Schult.f.) Jauzein & J.-M.Tison;Allium porrum L. subsp. polyanthum (Schult. & Schult.f.) Jauzein & J.-M.Tison;Allium porrum L. subsp. polyanthum (Schult. & Schult.f.) Jauzein & J.-M.Tison;Allium porrum L. subsp. polyanthum (Schult. & Schult.f.) Jauzein & J.-M.Tison;NULL;0;1
205;65346788;203;001.028.001.007.001.029.002;Allium porrum L. subsp. porrum;Allium porrum L. subsp. porrum;Allium porrum L. subsp. porrum;Allium porrum L. subsp. porrum;NULL;0;1
206;65346788;169;001.028.001.007.001.030;Allium roseum L.;Allium roseum L.;Allium roseum L.;Allium roseum L.;NULL;0;1
207;65346788;206;001.028.001.007.001.030.001;Allium roseum L. subsp. odoratissimum (Desf.) Murb.;Allium roseum L. subsp. odoratissimum (Desf.) Murb.;Allium roseum L. subsp. odoratissimum (Desf.) Murb.;Allium roseum L. subsp. odoratissimum (Desf.) Murb.;NULL;0;1
208;65346788;206;001.028.001.007.001.030.002;Allium roseum L. subsp. roseum;Allium roseum L. subsp. roseum;Allium roseum L. subsp. roseum;Allium roseum L. subsp. roseum;NULL;0;1
209;65346788;206;001.028.001.007.001.030.003;Allium roseum L. subsp. tourneauxii Bartolo & al.;Allium roseum L. subsp. tourneauxii Bartolo & al.;Allium roseum L. subsp. tourneauxii Bartolo & al.;Allium roseum L. subsp. tourneauxii Bartolo & al.;NULL;0;1
210;65346788;169;001.028.001.007.001.031;Allium ruhmerianum Asch. ex Durand & Baratte;Allium ruhmerianum Asch. ex Durand & Baratte;Allium ruhmerianum Asch. ex Durand & Baratte;Allium ruhmerianum Asch. ex Durand & Baratte;NULL;0;1
211;65346788;169;001.028.001.007.001.032;Allium sativum L.;Allium sativum L.;Allium sativum L.;Allium sativum L.;NULL;0;1
