Individual_Obj_PK;id1@Thes_Status_Precision;id5@TCarac_Transmitter_Frequency;id9@TCarac_Release_Ring_Code;id12@TCarac_Breeding_Ring_Code;id13@TCarac_Chip_Code
4;dead;217757;;U05M01101;00068AFA3E
15;mazal;218246;;U06M01743;000695C9B5
17;dead;218899;W-00329;;
40;dead;219277;CPF-00018;U00M00254;
41;mazal;218997;CPM-00060;U02M00308;
46;dead;217908;CPF-00065;U02M00023;
52;mazal;218882;CPM-00703;U07M04068;
57;dead;218192;MA-1533999;U05M00699;
69;dead;219279;W-00161;;
80;mazal;216146;MA-1532556;U05M00220;
85;mazal;218767;W-00318;;
86;dead;219308;;U05M02045;00068B0A1E
89;mazal;218093;MA-1657957;U05M00472;
144;mazal;218075;W-00150;;
148;mazal;217664;;U06M02414;0006966FC0
153;lost;216316;CPM-00870;U08M00539;
168;dead;219271;CPF-00120;U03M00312;
169;mazal;218045;MA-1288694;U04M02001;
175;mazal;215460;;U06M02762;0006969B06
181;mazal;217018;CPM-00737;U07M06949;
199;mazal;215549;;U06M02160;0006966EAF
214;mazal;218418;CPF-00479;U07M04737;
217;dead;218421;W-00036;;
221;mazal;217881;;U05M01941;00068B4A7A
226;mazal;215298;CPM-00557;U07M03672;
237;dead;219052;CPF-00198;U04M00204;
244;monitored;217055;CPF-01126;U08M00275;
261;dead;219194;39;U99M00134;
268;dead;215133;;U06M03518;00068B90DC
271;mazal;217641;CPF-00122;U03M00319;
278;dead;215268;CPF-00496;U07M02728;
286;dead;216649;CPM-00560;U07M03085;
300;dead;218861;MA-1720127;U04M01316;
304;mazal;216214;CPF-00086;U02M00836;
305;mazal;216855;CPM-00125;U02M00501;
334;mazal;219429;CPM-00071;U02M00327;
345;dead;219489;CPF-00139;U03M00277;
360;mazal;219574;CPM-00637;U07M08329;
361;dead;217666;CPM-00075;U02M00144;
369;dead;215028;;U07M05463;0006B87E71
406;mazal;217547;;U06M01741;0006967628
409;dead;217710;;U07M03723;0006B8969B
413;dead;214571;CPM-00550;U07M03391;
426;mazal;216414;CPM-00777;U07M06936;
430;dead;216043;CPF-00483;U07M03255;
455;mazal;215800;;U06M03413;0006966E2B
456;dead;216537;CPM-00028;U01M00267;
472;mazal;219819;W-00310;;
473;mazal;218053;;U05M01125;00068B6A35
489;dead;219073;CPF-00715;U08M04653;
495;lost;219950;CPF-01167;U08M00634;
506;mazal;218423;;U06M01631;0006969BD7
507;dead;217577;CPM-00406;U04M00221;
535;dead;218897;;U05M02142;00068B7861
574;dead;217359;W-00292;;
583;dead;216595;;U06M02272;00068B1BAC
615;dead;219800;;U08M02626;0006C9E4F7
624;finish;216067;CPM-00736;U07M06933;
631;finish;215053;;U06M03561;00068B29FF
640;dead;216874;CPM-00718;U07M06922;
643;dead;216495;CPM-00138;U02M00432;
649;finish;216027;;U06M02379;000696974E
657;dead;218452;W-00027;;
662;dead;217028;CPM-00567;U07M02797;
665;finish;219037;;U05M01544;00068B27C6
680;finish;214889;;U06M03356;0006969191
697;finish;218912;CPM-00087;U02M00167;
705;dead;216254;CPM-00714;U07M06886;
708;finish;217230;CPF-00031;U01M00316;
709;finish;219410;CPF-00056;U02M00066;
714;finish;218521;W-00035;;
729;finish;214540;;U06M03152;00069678FF
734;dead;218750;27r;U97M00154;
738;dead;217757;CPM-00943;U08M00402;
739;lost;216138;W-00099;;
746;dead;217246;;U05M00768;00068B4B04
754;dead;216443;CPM-00169;U02M00816;
755;dead;218384;MA-1695896;U05M00697;
760;lost;216332;W-00344;;
762;dead;218285;CPF-00052;U02M00341;
769;finish;215292;CPF-00480;U07M04740;
773;monitored;217277;CPM-00886;U08M00594;
783;dead;218432;W-00111;;
784;finish;216765;;U06M02479;000696A431
785;finish;217791;;U06M01598;00069688B8
814;dead;217416;W-00255;;
822;finish;218400;XXX10;;
843;dead;215160;;U06M03262;000696991F
845;finish;219707;CPM-00008;U00M00276;
863;finish;219549;CPF-00144;U03M00384;
897;monitored;216016;CPF-01205;U08M00444;
914;lost;215786;CPF-00915;U08M02134;0006CE4163
921;dead;214571;;U07M04779;0006B87EB8
939;dead;217729;No Band 17;;
946;dead;218948;;U05M01257;00068B2FBB
955;finish;218550;XXX12;;
964;dead;218149;W-00083;;
994;dead;219250;W-00014;;
1002;finish;219878;CPF-00040;U01M00257;
1003;finish;219994;CPF-00045;U02M00291;
1031;dead;219125;W-00159;;
1032;finish;214270;;U06M01838;0006966B60
1036;dead;219987;n020;U97M00194;
1049;finish;218309;;U05M02237;00068B0FC2
1053;dead;216426;;U08M02504;0006CE486E
1055;finish;219172;W-00191;;
1059;dead;218644;CPF-00123;U03M00543;
1074;dead;218902;CPM-00083;U02M00127;
1076;finish;215279;;U06M03492;00068B2F0A
1081;dead;217881;MA-1590546;U05M00643;
1099;dead;218794;CPF-00048;U02M00112;
1105;finish;217936;CPM-00770;U07M06890;
1106;dead;217382;CPF-00110;U02M00644;
1118;finish;218751;CPF-00137;U03M00505;
1145;dead;217738;CPM-00872;U08M00481;
1153;dead;217071;W-00064;;
1167;dead;218309;CPF-00171;U03M00913;
1180;finish;218958;CPF-00216;U04M01771;
1186;finish;217127;CPF-00829;U07M08313;
1204;finish;217746;MA-1556687;U04M00945;
1223;dead;219878;no band 3;;
1229;finish;216846;;U06M02487;0006967AA7
1230;dead;214900;;U06M02090;0006969167
1235;finish;219714;CPF-00957;U07M06901;
1243;dead;219804;No Band 9;;
1251;finish;214559;;U06M03182;00069681D1
1259;dead;219342;CPF-00955;U07M06905;
1280;dead;218161;W-00106;;
1283;finish;216297;CPF-00112;U02M00652;
1298;finish;215732;;U06M03445;000696A049
1300;finish;217901;CPM-00221;U03M00350;
1301;finish;219473;MA-1605373;U05M00575;
1316;finish;217843;CPM-00036;U01M00140;
1327;finish;216377;CPF-00076;U02M00528;
1334;finish;217453;CPM-00043;U01M00360;
1335;finish;218029;MA-1680407;U05M00565;
1379;dead;215853;CPM-00552;U07M03394;
1386;dead;217300;CPF-00826;U07M08311;
1401;dead;216015;CPF-00095;U02M00803;
1405;finish;214879;;U06M03493;00068B04CF
1414;finish;219845;CPM-00415;U04M00241;
1434;finish;215540;;U06M03598;00068AE24A
1443;finish;217111;CPF-00131;U03M00599;
1444;finish;217376;MA-1680822;U05M00260;
1492;finish;216239;CPM-00644;U07M08285;
1501;dead;215839;;U06M02035;0006968050
1506;finish;216700;003;;
1551;dead;214960;;U06M03597;00068B8B09
1561;finish;219139;W-00239;;
1579;dead;216989;;U06M00274;00068B964B
1580;finish;216236;CPF-00090;U02M00820;
1584;dead;216688;No Band 13;;
1596;dead;215401;J5401-220508;;
1598;dead;219461;CPF-00236;U04M01098;
1608;finish;219826;CPM-00011;U00M00251;
1612;lost;216026;CPM-01112;U08M02156;
1618;dead;217509;MA-1616512;U05M00275;
1626;finish;215559;;U06M03610;00068B3817
1641;finish;218110;13r;U93M00209;
1643;finish;215529;;U06M01196;00068B1A66
1645;dead;219945;CPM-00015;U99M00074;
1655;dead;217926;CPF-00098;U02M00233;
1674;finish;214991;;U06M02888;00069676B0
1702;finish;218352;CPF-00995;U07M04065;
1703;dead;216220;CPM-01017;U08M03795;
1722;lost;217435;CPF-01192;U08M00521;
1726;lost;215886;CPF-00889;U08M04481;
1732;lost;216162;CPF-00883;U08M05143;
1734;finish;219605;W-00074;;
1740;dead;219793;CPF-00277;U04M01679;
1771;finish;214012;;U06M01774;00069690D7
1772;dead;216129;;U05M01428;00068ABBE7
1785;dead;218950;32r;U93M00183;
1786;dead;218150;n070;U97M00147;
1797;finish;215380;;U07M03681;0006B89DA7
1798;dead;215610;;U07M02991;0006B8ADD2
1807;dead;215420;;U06M02813;00069688DD
1827;finish;215100;;U06M03339;0006964B86
1845;finish;218213;;U06M01720;000696781A
1859;lost;217253;CPF-01124;U08M00280;
1880;lost;218738;;U08M02531;0006C9D8CD
1892;dead;216649;;U06M00314;00068A905A
1902;dead;219771;;U05M01252;00068B49C3
1909;dead;218800;29r;U96M00081;
1911;finish;216815;CPM-00149;U02M00401;
1927;finish;218688;;U05M02138;00068B762C
1941;finish;216808;CPM-00190;U02M00715;
1971;dead;216031;CPF-00870;U08M05038;
1994;dead;218856;CPF-00562;U07M03955;
1998;dead;219628;MA-1686639;U05M00563;
2002;dead;219771;CPF-00219;U04M01051;
2021;finish;217909;MA-1699976;U04M01985;
2033;lost;218061;CPM-01196;U08M04222;
2037;finish;217845;;U06M01633;000696890A
2047;finish;219867;CPM-00643;U07M08277;
2054;dead;216113;CPF-00113;U02M00659;
2055;dead;217243;MA-1714234;U05M00234;
2067;finish;219024;W-00025;;
2072;finish;216088;MA-1642788;U05M00256;
2078;finish;215772;;U06M02180;0006969203
2083;dead;219850;W-00133;;
2085;dead;217333;;U05M01232;00068AECF
2088;finish;218992;CPF-00149;U03M00249;
2101;finish;218642;CPM-00066;U02M00249;
2118;lost;218207;CPF-00916;U08M02228;
2119;dead;217496;W-00145;;
2129;finish;217966;MA-1650022;U04M01351;
2144;dead;217796;;U07M05351;0006B883AA
2153;finish;214858;;U07M04823;0006B8836A
2158;dead;217353;;U06M00391;00068B384D
2175;dead;218772;CPF-00721;U08M04036;
2179;dead;219052;CPF-00016;U99M00136;
2190;finish;217395;;U06M02375;00069697D8
2192;finish;216600;002;;
2215;lost;219960;CPF-00928;U08M02433;
2217;dead;217813;CPM-00055;U00M00369;
2222;dead;219073;CPF-00990;U07M06889;
2223;finish;219527;CPM-00649;U07M08284;
2224;finish;219065;CPF-00238;U04M00823;
2235;dead;219178;CPF-00012;U00M00346;
2238;finish;216746;J6746-170407;;
2246;finish;216936;CPF-00080;U02M00349;
2255;dead;219343;n007;U96M00069;
2258;dead;218081;CPF-00984;U07M06963;
2264;finish;214551;;U06M03080;000695D785
2278;finish;217709;;U05M01253;00068AC41D
2285;finish;218627;CPM-00864;U08M00517;
2290;dead;217729;MA-1654053;U04M00674;
2292;finish;219307;W-00063;;
2299;finish;218600;XXX13;;
2303;dead;219838;CPM-00021;U00M00259;
2306;finish;215341;;U07M05318;0006B8ABD2
2307;lost;216008;W-00130;;
2309;dead;217738;MA-1541287;U04M01361;
2330;finish;219090;MA-1719770;U05M00461;
2348;dead;218045;CPF-00063;U02M00140;
2350;dead;219509;MA-1618403;U05M00304;
2354;finish;219300;CPM-00025;U01M00250;
2360;finish;218220;CPM-00004;U00M00085;
2368;finish;216355;CPF-00088;U02M00826;
2380;dead;219812;64;U99M00025;
2381;dead;216175;CPF-00085;U02M00848;
2402;dead;219807;CPM-01165;U08M04016;
2406;dead;218759;MA-1675486;U04M00875;
2415;finish;219180;CPF-00134;U03M00640;
2420;dead;218969;n065;U97M00171;
2431;dead;215351;CPF-00497;U07M03399;
2434;dead;219394;MA-1722150;U05M00613;
2446;lost;217124;CPM-00979;U08M00212;
2454;finish;214636;;U06M01913;0006967CD1
2456;dead;219189;MA-1699140;U05M00395;
2495;monitored;217416;CPF-01193;U08M00501;
2497;finish;219070;15;;
2501;finish;217126;CPM-00030;U01M00310;
2525;finish;218791;CPM-00240;U03M00516;
2540;dead;218824;MA-1585884;U04M01529;
2558;finish;218256;CPM-00545;U07M03175;
2566;finish;218708;CPF-00808;U07M08281;
2567;dead;217658;W-00128;;
2578;dead;217013;CPM-00051;U01M00295;
2604;finish;219059;;U05M01480;00068B4322
2613;finish;216654;CPF-00070;U02M00455;
2616;finish;219591;CPM-00877;U08M00452;
2633;dead;214741;;U06M02170;000698849B
2641;finish;217825;CPF-00054;U02M00071;
2645;finish;218550;W-00037;;
2646;dead;219448;CPF-00222;U04M01300;
2655;finish;217628;W-00371;U03M01045;
2659;finish;216277;CPF-00078;U02M00377;
2703;finish;218247;CPF-00059;U02M00091;
2706;dead;215636;CPM-01170;U08M04661;
2708;dead;219676;W-00309;;
2722;lost;217163;W-00081;;
2749;dead;216019;CPF-00096;U02M00809;
2759;dead;218278;;U06M00784;00068B0960
2761;finish;219343;;U06M02427;00069854C4
2763;finish;218914;W-00259;;
2786;dead;215000;;U07M04134;0006B88659
2789;lost;215986;CPM-01016;U08M04453;
2792;dead;216167;;U05M02205;00068B9F34
2793;finish;218150;XXX06;;
2804;dead;216105;CPF-00849;U07M08339;
2812;finish;219757;CPM-00018;U00M00419;
2813;finish;217871;MA-1748367;U05M00577;
2817;finish;214165;;U06M01930;000696701A
2830;finish;214691;;U06M02584;000696784E
2832;dead;217018;MA-1618262;U05M00297;
2838;finish;215140;;U06M03433;000695D022
2848;dead;219893;;U08M02644;0006C9E853
2851;monitored;217875;W-00181;;
2857;dead;215853;;U06M01992;00069698E0
2858;finish;217767;MA-1545430;U04M00375;
2865;monitored;216099;CPF-01127;U08M00292;
2867;finish;219268;;U06M02284;000696926A
2870;dead;217936;CPM-00266;U03M00676;
2879;finish;217975;CPM-00047;U01M00321;
2896;dead;215020;;U06M03278;00069678B9
2914;finish;218683;MA-1617546;U04M01957;
2917;dead;216758;CPF-00075;U02M00514;
2936;finish;215013;;U06M02086;00069689EC
2946;lost;216357;W-00278;;
2964;dead;219768;W-00262;;
2969;finish;218806;;U07M05325;0006B8B66D
2973;dead;217001;MA-1573667;U04M00636;
2988;finish;219314;W-00224;;
3003;lost;219412;CPF-00749;U08M03815;
3014;dead;217934;MA-1720119;U05M00384;
3021;finish;214802;;U06M03153;000695E3B4
3022;finish;217523;MA-1282444;U04M00286;
3026;dead;219696;MA-1676828;U05M00498;
3052;finish;216200;CPF-00842;U07M08338;
3061;dead;216026;W-00056;;
3062;dead;215240;;U06M03571;00068B7E20
3078;lost;218976;CPF-00930;U08M03446;
3100;finish;219432;CPF-00989;U07M06911;
3101;dead;215028;CPM-00562;U07M03084;
3103;dead;217559;;U06M01465;00069693B1
3110;monitored;216522;CPF-01166;U08M00635;
3116;dead;218627;CPF-00982;U07M06927;
3135;dead;217305;W-00028;;
3142;finish;216103;;U05M01108;00068B367F
3176;dead;219342;CPM-00861;U08M00472;
3177;monitored;216463;W-00136;;
3179;finish;219358;;U05M02127;00068B7C88
3199;finish;216746;CPM-00046;U00M00367;
3205;dead;219441;CPF-00141;U03M00279;
3209;finish;218346;W-00093;;
3211;finish;216798;CPF-00046;U02M00311;
3235;finish;217993;;U06M01547;0006969CE0
3238;finish;218350;XXX09;;
3258;monitored;218200;CPM-00869;U08M00532;
3259;dead;217298;;U05M01903;00068B4781
3263;dead;219472;CPF-00960;U07M06906;
3264;finish;217170;CPM-00032;U01M00232;
3275;dead;218347;W-00177;;
3276;finish;216167;;U06M00820;00068B7EF3
3277;finish;216246;CPM-00405;U04M00214;
3291;finish;216205;;U06M01005;00068B4C43
3302;finish;218260;CPF-00003;U00M00239;
3304;dead;214210;;U07M03684;0006B89E73
3309;finish;218143;W-00091;;
3310;finish;217349;CPF-00057;U02M00097;
3311;dead;218969;CPM-00103;U02M00231;
3328;finish;219738;CPM-00019;U00M00205;
3344;finish;217566;CPM-00061;U02M00251;
3357;finish;219033;W-00119;;
3360;finish;217688;MA-1709776;U04M00814;
3372;finish;216897;;U06M02523;000696812A
3373;dead;216258;CPF-00079;U02M00448;
3378;lost;217518;W-00117;;
3382;finish;217279;CPF-00027;U01M00276;
3384;dead;218622;MA-1678094;U04M00571;
3392;finish;219068;;U07M04753;0006B8B74B
3395;finish;218942;;U05M00810;00068ACEC5
3399;lost;216480;;U05M01463;00068B7284
3405;dead;217283;;U05M01618;00068B0886
3418;finish;219943;CPM-00941;U08M00418;
3420;dead;216723;J6722-170407;;
3424;dead;215330;;U07M04120;0006B87E40
3435;finish;218868;;U05M02026;00068AB027
3436;dead;217047;;U06M00263;00068BA1B9
3450;dead;216153;CPM-00638;U07M08322;
3458;dead;218224;CPF-00307;U04M01699;
3466;finish;218343;;U06M01681;000696771A
3472;finish;219960;MA-1688894;U04M00911;
3479;dead;216777;W-00242;;
3487;finish;219203;MA-1589040;U05M00413;
3493;lost;216729;W-00274;;
3495;finish;214781;;U06M02681;0006968B06
3505;dead;215341;CPM-00565;U07M02790;
3523;lost;217187;W-00208;;
3536;finish;218471;W-00038;;
3548;dead;219591;;U08M02549;0006CE308D
3564;dead;219136;CPF-00013;U00M00359;
3565;finish;218655;CPF-00125;U03M00546;
3569;finish;218068;W-00112;;
3574;dead;217459;CPF-00485;U07M03258;
3582;monitored;216600;CPF-01170;U08M00603;
3591;lost;216390;W-00190;;
3596;finish;219944;;U05M01380;00068B159A
3627;dead;218213;MA-1544927;U05M00419;
3629;finish;219539;W-00049;;
3646;finish;214595;CPM-00555;U07M03673;
3648;finish;218120;24r;U98M00079;
3653;finish;218257;W-00076;;
3659;dead;218127;CPF-00160;U03M00944;
3663;dead;219855;CPM-00012;U00M00400;
3667;lost;218967;CPM-01018;U08M04456;
3670;finish;216317;CPF-00107;U02M00766;
3672;finish;217035;MA-1640950;U05M00265;
3673;finish;217459;;U07M00958;0006B87EA0
3685;dead;218948;;U05M02031;00068B2EDF
3687;finish;216837;CPM-00110;U02M00412;
3700;finish;219183;49;U99M00045;
3702;dead;217355;MA-1758367;U05M00212;
3710;monitored;216004;CPF-01204;U08M00439;
3711;monitored;216293;W-00257;;
3723;dead;219086;W-00162;;
3733;finish;218188;;U06M01660;0006969A22
3735;finish;217825;CPM-00422;U04M00259;
3738;finish;219916;MA-1648151;U04M00500;
3739;dead;216706;CPF-00850;U07M08319;
3747;dead;219084;16;;
3749;dead;218347;CPM-00058;U02M00264;
3760;dead;218804;CPF-00116;U03M00226;
3768;dead;214719;;U06M02168;0006968E5C
3770;dead;219296;CPF-00231;U04M01332;
3802;dead;216688;;U07M04768;0006B8A1A3
3809;finish;218190;CPM-00001;U00M00252;
3821;dead;215220;;U06M03209;0006966EB2
3830;finish;217022;W-00057;;
3846;finish;216387;CPF-00029;U01M00043;
3847;finish;218294;MA-1698466;U05M00725;
3853;finish;219189;;U05M00303;00068B47F3
3866;finish;219578;;U05M02161;00068B8B56
3869;finish;216192;;U06M02365;000696771E
3873;finish;217769;MA-1588653;U05M00226;
3879;finish;214366;CPF-00482;U07M03478;
3891;finish;214659;;U06M02598;000695C0D1
3892;dead;219583;n010;U97M00074;
3897;dead;214585;;U07M03680;0006B88DA2
3900;lost;217336;CPM-00768;U07M06966;
3901;finish;215201;;U06M03321;0006966D39
3919;finish;218214;W-00213;;
3927;dead;216589;W-00332;;
3928;dead;216641;;U06M00251;00068AF347
3943;finish;219139;;U06M00425;00068B3C6C
3944;finish;216546;;U05M01241;00068B94A0
3945;dead;216325;CPM-00040;U01M00391;
3955;finish;219169;21;;
3974;finish;219041;MA-1616425;U05M00501;
3981;dead;216503;;U05M00490;00068B0EAE
3986;monitored;217514;CPF-01143;U08M00378;
3993;lost;216819;CPF-01031;U08M00174;
4028;finish;218179;CPM-00788;U07M06918;
4033;finish;218115;;U06M02262;0006968E7A
4049;finish;218634;MA-1278198;U04M00447;
4070;dead;214040;;U07M04792;0006B885E3
4074;finish;216804;;U06M02291;000696A517
4080;finish;217975;No Band 4;;
4081;finish;215918;;U06M02935;0006967BCB
4084;finish;218614;CPM-00109;U02M00016;
4089;dead;218600;CPF-00988;U07M06964;
4094;finish;216347;CPM-00034;U01M00203;
4104;finish;218166;;U05M01069;00068B3388
4112;dead;218340;22r;U97M00181;
4140;lost;216934;;U08M02596;0006C9C86F
4165;monitored;218035;CPF-01140;U08M00340;
4166;dead;219893;CPM-00898;U08M00550;
4175;finish;217532;;U05M00793;00068A94FD
4181;dead;215725;;U08M02277;0006C9D678
4185;dead;217329;MA-1557239;U04M01418;
4195;finish;216563;CPF-00150;U03M00336;
4241;dead;216054;CPM-00603;U07M04112;
4246;lost;216343;W-00307;;
4249;dead;216676;CPF-00066;U02M00413;
4255;finish;219644;CPM-00896;U08M00551;
4266;lost;216830;CPF-01016;U08M00163;
4267;finish;219835;W-00125;;
4269;dead;218733;26r;U93M00205;
4272;finish;217537;CPM-00414;U04M00240;
4278;finish;216403;W-00151;;
4286;dead;216452;CPF-00093;U02M00812;
4287;dead;218878;CPM-00105;U02M00242;
4306;finish;219620;CPF-00062;U02M00044;
4307;finish;217793;CPM-00042;U01M00396;
4313;dead;217986;CPM-00255;U03M00469;
4321;finish;219489;CPF-00200;U04M00206;
4326;finish;214650;CPF-00494;U07M03171;
4330;finish;219620;W-00160;;
4333;finish;219155;;U06M00686;0006969CB7
4344;finish;218466;;U05M01051;00068B4D9A
4347;dead;217816;;U07M05317;0006B8AF50
4358;dead;217738;;U08M02434;0006CA1641
4359;lost;216063;CPF-01130;U08M00296;
4360;dead;216220;CPM-00648;U07M08286;
4366;finish;214853;;U06M02937;0006968987
4369;finish;218852;CPM-00091;U02M00100;
4395;finish;216621;;U07M04827;0006B8998D
4399;dead;219194;n016;U96M00094;
4408;dead;219096;46;U99M00049;
4433;finish;219070;41;U99M00037;
4438;dead;214820;;U06M02036;000696A190
4440;dead;219308;CPF-00254;U04M01275;
4447;finish;217902;;U06M01608;000696A450
4453;dead;217709;;U06M00897;00068B4108
4457;dead;219943;CPF-00839;U07M05359;
4460;dead;215351;;U06M02817;000696721D
4461;finish;216566;CPM-00158;U02M00853;
4467;finish;219812;CPF-00128;U03M00589;
4474;dead;219763;n008;U99M00001;
4482;monitored;217322;W-00205;;
4483;dead;216582;CPM-00027;U01M00262;
4503;dead;219598;n003;U97M00030;
4519;dead;219987;CPF-00203;U04M00210;
4527;finish;218193;;U06M01566;000696915F
4564;finish;219563;;U06M01294;0006967C37
4573;finish;218890;;U06M00745;00068B9F3D
4594;dead;216084;CPF-00087;U02M00833;
4596;dead;218053;MA-1574634;U05M00709;
4622;dead;219667;CPM-00868;U08M00525;
4633;finish;215750;;U06M03354;000695C08C
4636;dead;216325;;U05M00822;00068B08BA
4643;dead;219052;51;U99M00091;
4648;finish;219850;CPF-00998;U07M04064;
4653;dead;217678;CPF-00840;U07M05458;
4654;lost;218236;CPF-00864;U08M03515;
4661;dead;215028;;U06M03065;00069673E4
4691;finish;217893;CPF-00043;U02M00269;
4692;finish;217840;CPM-00420;U04M00254;
4694;dead;217606;MA-1749672;U04M01507;
4705;dead;216507;MA-1636855;U05M00399;
4739;dead;215890;;U06M01871;0006967F5C
4757;dead;219689;CPM-00023;U00M00401;
4771;dead;217173;CPF-00832;U07M04027;
4778;lost;218843;W-00304;;
4792;dead;218315;MA-1596574;U05M00679;
4803;finish;214811;;U06M02684;000695CE69
4804;dead;217018;;U05M02153;00068B721A
4827;dead;219793;CPF-00498;U07M03389;
4830;finish;216157;CPF-00089;U02M00827;
4834;dead;219413;56;U96M00011;
4840;dead;214705;;U07M02533;0006B8A6E4
4850;dead;218800;12r;U93M00193;
4877;finish;215621;;U06M03366;0006966C9C
4887;finish;218934;CPF-00983;U07M06965;
4891;finish;217314;CPF-00033;U01M00332;
4895;finish;215991;;U06M03471;00068B3F53
4903;dead;217499;CPF-00954;U07M06912;
4920;finish;218561;W-00051;;
4934;finish;219984;MA-1618544;U04M01024;
4950;dead;219496;CPF-00257;U04M01269;
4957;finish;219102;CPF-00242;U04M00972;
4985;dead;218921;CPF-00248;U04M00960;
4999;lost;216874;CPF-01209;U08M00356;
5015;finish;218732;MA-1684970;U04M00300;
5024;lost;218808;CPF-01142;U08M00377;
5029;dead;218356;MA-1619908;U04M01071;
5050;finish;218638;W-00110;;
5053;finish;218315;;U06M01662;000695DDFB
5060;dead;219793;W-00293;;
5075;finish;216623;CPF-00074;U02M00499;
5113;dead;218981;;U05M00840;00068B7714
5117;finish;218651;;U05M02132;00068AF7D2
5127;finish;218695;CPF-00051;U02M00128;
5133;dead;218380;CPM-00005;U00M00405;
5151;finish;216485;CPM-00427;U04M01307;
5161;dead;217885;CPF-00981;U07M06926;
5181;dead;214220;;U07M02074;0006B88733
5201;finish;215780;;U06M03197;000695EA49
5221;lost;214470;;U05M00450;00068B2193
5255;finish;215700;;U06M03448;0006968F9F
5262;monitored;216050;CPF-01017;U08M00171;
5266;finish;217863;MA-1569920;U04M00619;
5289;dead;218369;;U08M03280;0006CE5B23
5291;dead;219418;CPM-00024;U99M00018;
5296;dead;219950;CPM-00739;U07M02118;0006B7EA8A
5301;finish;218369;MA-1534772;U05M00333;
5306;finish;219222;CPF-00263;U04M01061;
5321;dead;217104;W-00055;;
5337;finish;219509;CPF-00959;U07M06909;
5353;finish;219742;MA-1577242;U05M00717;
5366;dead;215510;CPM-00561;U07M03086;
5372;dead;217147;;U08M02662;0006C9B4C2
5376;dead;217948;MCA-079 605 876;U04M02163;
5399;dead;218600;;U05M02151;00068AF36C
5408;dead;219059;;U05M01861;00068B98C8
5427;dead;218861;CPF-00082;U02M00215;
5432;dead;218825;CPF-00060;U02M00090;
5433;dead;219748;CPM-00009;U97M00152;
5435;finish;219232;no band 1;;
5438;dead;214003;;U07M00985;0006B8ADD9
5443;dead;215572;;U07M02966;0006B883E2
5451;dead;216898;CPM-00139;U02M00424;
5456;finish;217586;CPM-00704;U07M03951;
5470;dead;217966;CPM-00236;U03M00537;
5476;dead;218439;;U08M03229;0006D0D9F6
5479;dead;215910;;U06M02726;0006969EF1
5484;finish;218914;;U06M00353;00068B4F03
5489;dead;215480;;U07M03303;0006B89BF1
5500;finish;219919;W-00094;;
5504;finish;217343;MA-1649161;U05M00264;
5516;dead;216378;W-00254;;
5527;dead;216443;CPM-00740;U07M08288;0006B8991A
5543;dead;215654;;U06M03322;000695CC76
5571;dead;219011;CPF-00101;U02M00665;
5587;finish;219204;CPF-00015;U00M00404;
5594;dead;214650;;U06M03066;0006969432
5602;dead;218200;;U08M03289;0006CA1BF4
5603;finish;218531;W-00192;;
5607;finish;216402;CPF-00077;U02M00524;
5624;finish;219682;CPF-00952;U07M06907;
5640;dead;219241;CPM-00604;U07M05474;
5641;dead;215973;;U06M03252;0006969074
5643;finish;217047;CPF-00478;U07M04739;
5646;dead;219843;MA-0650509;U05M00306;
5654;finish;216907;CPM-00144;U02M00363;
5655;finish;216667;CPM-00426;U04M01084;
5656;finish;218961;MA-1722976;U04M01437;
5674;finish;219247;CPF-00825;U07M08312;
5675;finish;218614;;U06M00413;00068B4640
5676;finish;216466;CPM-00273;U03M00728;
5729;finish;216641;CPM-00713;U07M06888;
5747;dead;218505;MA-1615088;U04M00322;
5748;finish;214840;CPF-00491;U07M03111;
5758;finish;219637;;U05M01123;00068B83F9
5785;dead;219358;MA-1668385;U05M00625;
5794;finish;218718;MA-1557013;U04M00693;
5802;finish;217865;;U06M01542;0006968640
5808;dead;218853;W-00170;;
5812;lost;216410;CPM-01096;U08M03777;
5817;finish;219615;W-00182;;
5827;dead;219278;CPF-00010;U00M00416;
5834;finish;214701;;U06M03251;0006967DDC
5839;finish;219900;;U05M00665;00068B125F
5880;finish;215040;;U06M03420;0006969137
5906;dead;216167;MA-1547128;U05M00217;
5911;dead;218441;W-00052;;
5918;finish;217876;n069;U97M00059;
5930;finish;214627;;U06M02345;00069676E1
5939;dead;216058;MA-1678929;U05M00548;
5959;dead;216595;CPM-00719;U07M06948;
5969;dead;219775;CPF-00115;U03M00435;
5992;dead;215230;;U07M05440;0006B89F6F
5996;dead;216894;CPF-00996;U07M03956;
6021;finish;219241;;U06M00663;000696814D
6022;finish;219075;CPF-00218;U04M00747;
6031;finish;217382;CPM-00037;U01M00131;
6040;finish;215941;;U06M03282;0006968FD3
6044;finish;216187;MA-1760845;U04M01097;
6064;finish;218160;CPF-00001;U99M00105;
6073;dead;216857;;U08M03036;0006C9C1EA
6078;finish;219598;;U06M01002;00068B96E7
6088;finish;215579;CPF-00499;U07M03674;
6098;finish;217577;;U06M01344;0006967961
6108;dead;219068;;U06M00701;00068B9D06
6144;finish;219268;;U05M01799;00068B4904
6145;dead;219278;CPF-00109;U02M00783;
6151;dead;215926;;U08M02478;0006C9D20F
6154;dead;215812;;U06M02841;00069676FB
6159;finish;217029;CPM-00033;U01M00241;
