Individual_Obj_PK;id1@Thes_Status_Precision;id5@TCarac_Transmitter_Frequency;id9@TCarac_Release_Ring_Code;id12@TCarac_Breeding_Ring_Code;id13@TCarac_Chip_Code
25390;lost;219970;;U09M12225;0006F3CEDC
25391;dead;219991;;U09M12228;0006DF3741
25392;dead;219751;;U09M12231;0006DF3C0C
25394;monitored;219340;;U09M12171;0006E7D9AD
25395;dead;219122;;U09M12173;0006E76783
25396;dead;218660;;U09M12176;0006E7CDCB
25406;lost;218321;;U09M12143;0006DE77B1
25409;lost;219261;;U09M12158;0006E7F326
25410;lost;219521;;U09M12164;0006E7D424
25413;lost;219680;;U09M12183;0006E7F762
25415;lost;219732;;U09M12188;0006F3D7EC
25455;dead;219310;;U09M07876;0006EE3E36
25456;lost;219185;;U09M07833;0006F3D433
25457;dead;218210;;U09M07834;0006E74FAA
25472;dead;219242;;U09M09269;0006F3DEC3
25473;dead;215382;;U09M07837;0006F3ED48
25474;dead;218901;;U09M07830;0006DE727F
25490;lost;219760;;U09M06196;0006DE8CFB
25491;lost;219572;;U09M06359;0006F208EA
25492;lost;218063;;U09M05575;0006E773DD
25495;dead;219653;;U09M06237;0006E7F8D6
25496;lost;219352;;U09M05067;0006F1E8BB
25497;lost;218360;;U09M06221;0006F20C77
25514;dead;219582;;U09M07852;0006F3DAEB
25515;lost;219361;;U09M09055;0006E76624
25516;lost;219331;;U09M07853;0006E78170
25520;dead;219510;;U09M08046;0006D0D4AB
25521;dead;218270;;U09M09034;0006D0D3D2
25522;lost;218179;;U09M08037;0006D0BF89
28494;dead;219854;;U09M11470;0006DF18EB
28500;dead;219086;;U09M11492;0006F1E23D
28504;dead;217738;;U09M11513;0006E77E68
28505;dead;215926;;U09M11438;0006DE6988
28506;dead;217788;;U09M11439;0006E77F5E
28515;dead;217499;;U09M11494;0006E763E7
28517;dead;219829;;U09M11359;0006DF0B28
28518;lost;216019;;U09M11434;0006EE25B7
28522;dead;219950;;U09M11455;0006F20716
28531;dead;217300;;U09M11427;0006DF3842
28536;dead;216153;;U09M11436;0006C8655E
28540;dead;216111;;U09M11451;0006EE3D31
28547;dead;219667;;U09M11411;0006DE8CDF
28548;dead;219653;;U09M11415;0006DEA367
28552;dead;217757;;U09M11452;0006DEBE81
28558;dead;217678;;U09M11405;0006DF428B
28563;dead;216220;;U09M11418;0006F1DE7F
28564;dead;219251;;U09M11419;0006F1F886
28568;dead;215765;;U09M11381;0006F3F661
28572;dead;219611;;U09M11388;0006E75C37
28574;lost;219453;;U09M11391;0006E75BBD
28581;dead;215253;;U09M11364;0006F3E146
28583;finish;219279;;U09M11367;0006E786B2
28588;dead;219064;;U09M11378;0006E7815F
28589;lost;218081;;U09M11080;0006E77F83
28594;dead;217859;;U09M11349;0006E77C86
28595;finish;219676;;U09M11351;0006F3D6DA
28606;dead;218680;;U09M11135;0006E770AE
28607;lost;216894;;U09M11136;0006F3EF53
28611;dead;215931;;U09M11346;0006E769BF
28708;dead;218512;W-0541;;
28710;dead;215709;W-0542;;
28711;dead;214431;W-0543;;
28714;dead;216512;;U10M00021;0006E785E1
28719;dead;215855;;U10M00030;0006E7A822
28724;lost;218660;;U10M00035;0006E788E7
28728;dead;218824;;U10M00039;0006F298AA
28731;finish;216992;;U10M00044;0006E7D3A6
28734;finish;215327;;U10M00049;0006F2C1D3
28737;dead;214324;;U10M00052;0006F2C778
28740;finish;214968;;U10M00055;0006F2C9FC
28747;dead;215490;;U10M00064;0006EE4B52
28750;dead;219600;;U10M00071;0006F2B0D1
28755;dead;214795;;U10M00078;0006E7D79E
28756;finish;214675;;U10M00079;0006E77B78
28765;finish;216254;;U10M00089;0006E76AE0
28769;dead;215119;;U10M00095;0006DE62F5
28776;dead;214404;;U10M00103;0006E7661D
28777;lost;214162;;U10M00104;0006E7FDE1
28779;lost;215431;;U10M00106;0006E75847
28788;dead;217442;;U10M00115;0006E77486
28789;dead;219589;;U10M00116;0006E776AD
28796;lost;215301;;U10M00125;0006E7A783
28801;monitored;215211;;U10M00132;0006E77086
28802;dead;215312;;U10M00133;0006E7CF69
28810;dead;215142;;U10M00143;0006F3DF27
28812;finish;214666;;U10M00146;0006DE6987
28816;dead;215292;;U10M00150;0006DF1A99
28817;dead;214333;;U10M00151;0006DE7AA4
28824;dead;214372;;U10M00166;0006F3ED11
28828;dead;215590;;U10M00171;0006E775A7
28830;dead;217070;;U10M00174;0006F2AD9D
28831;dead;215367;;U10M00175;0006E78AE2
28833;dead;215037;;U10M00177;0006E7F227
28844;monitored;219422;;U10M00190;0006E7FC12
28847;dead;214907;;U10M00193;0006E7FABC
28851;dead;215531;;U10M00201;0006E7DA9E
28853;dead;214394;;U10M00203;0006E7BD23
28856;dead;214092;;U10M00206;0006E7681B
28860;dead;217277;;U10M00210;0006DF3943
28865;dead;217508;;U10M00217;0006F217A4
28868;lost;218018;;U10M00220;0006E7DA15
28876;monitored;214934;;U10M00230;0006E7AACE
28879;finish;214895;;U10M00233;0006E7B9C9
28889;dead;215516;;U10M00245;0006DEA476
28900;finish;214243;;U10M00260;0006F38251
28907;dead;214482;;U10M00269;0006E82604
28912;dead;215127;;U10M00275;0006E7D3B7
28918;dead;214916;;U10M00282;0006E7E74D
28932;finish;215093;;U10M00300;0006E7F32A
28939;dead;214719;;U10M00307;0006E7D59D
28959;dead;215510;;U10M00329;0006E7F649
28964;dead;214685;;U10M00334;0006E828C1
29016;dead;218472;W-0547;;
29017;dead;216121;W-0544;;
29315;dead;214959;;U10M00434;0006E76E13
29316;dead;218421;;U10M00479;0006E7DCB2
29317;lost;214262;;U10M00507;0006F2C61F
29318;dead;217817;;U10M00514;0006F2B6C5
29319;finish;217432;;U10M00614;0006E7E070
29320;dead;219735;;U10M00756;0006F3EFF5
29321;lost;219064;;U10M00757;0006DE7533
29322;dead;215901;;U10M00758;0006DE5D7E
29323;finish;215242;;U10M00759;0006DE6A50
29324;dead;214601;;U10M00762;0006DEA0C2
29325;dead;215855;;U10M00763;0006CA0DB0
29326;dead;219534;;U10M00765;0006F20F58
29327;dead;218243;;U10M00767;0006F20605
29328;finish;214491;;U10M00769;0006DE7413
29329;finish;217387;;U10M00796;0006F2AE25
29330;dead;219472;;U10M00797;0006E818C2
29331;dead;213999;;U10M00798;0006E77A3F
29332;dead;215081;;U10M00799;0006F2A865
29333;dead;219667;;U10M00800;0006E784FE
29334;dead;219632;;U10M00801;0006E7ECC3
29335;dead;216595;;U10M00816;0006EE3FD0
29336;finish;217686;;U10M00833;0006F34B66
29337;dead;217210;;U10M00834;0006E7A4FA
29338;dead;215172;;U10M00835;0006F2B49B
29339;dead;219322;;U10M00836;0006E7EBB0
29340;finish;218152;;U10M00837;0006E7FC0F
29341;dead;217423;;U10M00838;0006E7CEFF
29342;lost;219352;;U10M00839;0006E7F084
29343;dead;218551;;U10M00841;0006E7DE56
29344;monitored;218631;;U10M00842;0006E7656A
29345;lost;217252;;U10M00844;0006F2B7E3
29346;lost;217641;;U10M00847;0006DE5626
29347;dead;216776;;U10M00851;0006E7FC87
29348;dead;218070;;U10M00853;0006E7EF0A
29349;dead;217374;;U10M00856;0006F3683F
29350;dead;216882;;U10M00877;0006E7A71B
29351;dead;214990;;U10M00879;0006E82248
29352;dead;214026;;U10M00883;0006E76238
29353;dead;214301;;U10M00889;0006E7B736
29354;lost;219641;;U10M00931;0006E82C92
29355;dead;214951;;U10M00933;0006D0E5F1
29356;dead;214231;;U10M00935;0006F3F16E
29357;dead;217414;;U10M00937;0006DE6FD6
29358;dead;219722;;U10M00938;0006F3DB93
29359;dead;218576;;U10M00942;0006E75EAA
29360;dead;217831;;U10M00945;0006F3C78F
29361;dead;218120;;U10M00948;0006E7AB55
29362;dead;214121;;U10M00949;0006DF2EE2
29363;dead;214507;;U10M00957;0006DE9B44
29364;dead;216271;;U10M00958;0006DE82F4
29366;finish;214907;W-0520;;
29378;dead;217859;;U10M00716;0006E7F08E
29379;dead;218750;;U10M00751;0006E823DA
29381;dead;219722;;U10M01037;0006E77B4B
29478;lost;216153;;U10M00661;0006F2B86D
29481;dead;215292;;U10M00863;0006E761DB
29483;dead;217508;;U10M00943;0006E7F5CC
29493;dead;215926;;U10M01020;0006F3684D
29494;lost;218551;;U10M01021;0006E7E5AC
29496;lost;218925;;U10M01023;0006F3833A
29498;dead;216374;;U10M01025;0006F2C448
29499;dead;216229;;U10M01026;0006E7A8AC
29503;lost;217018;;U10M00950;0006DE7769
29510;dead;219322;;U10M01009;0006F2AC90
29515;dead;217961;;U10M00932;0006DF2FFB
29520;lost;215362;;U10M00871;0006E818C5
29521;dead;218421;;U10M00872;0006E7F559
29528;monitored;217460;;U10M00926;0006E7E992
29530;dead;219873;;U10M00827;0006E7BA4C
29536;dead;215262;;U10M00859;0006E7A60D
29539;lost;217602;;U10M00862;0006E7EB16
29542;dead;219739;;U10M00866;0006E7D127
29550;dead;218824;;U10M00808;0006E79B88
29555;dead;219839;;U10M00814;0006F29E94
29556;dead;219534;;U10M00815;0006E7D992
29557;dead;215531;;U10M00818;0006F2BECF
29558;lost;214482;;U10M00822;0006E7D881
29560;lost;219022;;U10M00760;0006E789E0
29574;lost;215894;;U10M00542;0006F2B266
30151;lost;215101;;U10M02558;0006F3D2FC
30152;dead;219462;;U10M02560;0006E7EC32
30156;dead;217229;;U10M02568;0006F3F8E4
30188;lost;218869;;U10M02570;0006DF3360
30189;lost;218600;;U10M02571;0006EE2055
30190;dead;217535;;U10M02573;0006F3CCA9
30293;lost;218010;;U10M02585;0006F3F59B
30294;monitored;217921;;U10M02586;0006E7F544
30295;lost;217757;;U10M02587;0006F3EF79
30348;lost;215910;;U10M03280;0006E7EBAD
30351;lost;215502;;U10M03357;0006E7E96B
30353;lost;216439;;U10M03361;0006E7EF0E
30360;dead;217774;;U10M03392;0006E79D9B
30362;lost;217490;;U10M03395;0006F2AD17
30363;monitored;216172;;U10M03397;0006DE72C2
30372;lost;215581;;U10M03378;0006E79E23
30373;lost;217738;;U10M03379;0006F2C154
30376;dead;216761;;U10M03389;0006E79887
30385;dead;218650;;U10M02888;0006DF357B
30387;lost;217400;;U10M02903;0006EE1B46
30389;lost;216857;;U10M02920;0006EE2C59
30627;dead;218243;;U10M03525;0006EE27CA
30630;dead;214102;;U10M03532;0006F3F1E6
30632;lost;216540;;U10M03536;0006F3F159
30639;dead;219935;;U10M03622;0006E7A155
30640;dead;214426;;U10M03662;0006F2A425
30642;lost;214253;;U10M03671;0006F29F18
30653;dead;219560;;U10M03513;0006F3D6E7
30654;dead;217243;;U10M03521;0006F3F880
30655;lost;215622;;U10M03581;0006DEEDC4
30899;dead;217140;;U10M01172;0006F3D570
30900;lost;218673;;U10M01170;0006DF2B28
30901;lost;219310;;U10M01173;0006DEC3F0
30911;lost;215461;;U10M01130;0006EE2083
30912;lost;216054;;U10M00999;0006E7B384
30913;lost;216723;;U10M01164;0006EE358B
30923;monitored;214202;;U10M01112;0006E7A607
30924;lost;214357;;U10M01125;0006F2AAFF
30925;lost;218851;;U10M01132;0006E7AB57
30935;dead;216590;;U10M01269;0006DF333E
30936;lost;218761;;U10M01324;0006F3D660
30937;lost;219371;;U10M01271;0006F3E437
30948;lost;218054;;U10M01094;0006E81E07
30949;dead;219434;;U10M01098;0006E777CB
30950;dead;219452;;U10M01087;0006F2977D
30959;dead;214210;;U10M01439;0006F1EFDD
30960;lost;215320;;U10M01442;0006E75E27
30961;lost;216286;;U10M01423;0006DE6A07
30971;lost;217279;;U10M01320;0006F3E718
30972;lost;218694;;U10M01312;0006F3E77C
30973;lost;219921;;U10M01314;0006EE4845
30983;dead;214266;;U10M01470;0006E7ECB5
30984;dead;217694;;U10M01464;0006E778DC
30985;dead;219125;;U10M01469;0006DE58DE
30995;lost;218312;;U10M01100;0006E7E41F
30996;dead;219702;;U10M01117;0006F2A641
30997;lost;219789;;U10M01113;0006DE571E
31006;lost;216939;;U10M01449;0006F3D67D
31007;dead;217620;;U10M01445;0006DF412F
31008;dead;219242;;U10M01447;0006DF091B
32003;monitored;219854;;U10M03895;0007026B72
32012;dead;214566;;U10M04084;0007027895
32017;monitored;215342;;U10M04187;00070275E5
32027;lost;215172;;U10M03907;0007030359
32031;lost;216512;;U10M04164;000702693A
32055;monitored;215312;;U10M04224;000702DEA5
32062;monitored;215901;;U10M04048;000702DEAC
32068;dead;215871;;U10M04121;000702895F
32074;monitored;215855;;U10M03967;00070291EE
32080;dead;216191;;U10M04103;0007026092
32083;dead;216447;;U10M04040;0006DF0E33
32094;dead;215442;;U10M04081;000702FCA8
32108;monitored;219600;;U10M03943;000702FE0E
32117;lost;219829;;U10M04003;0007025E3B
32119;lost;216595;;U10M03930;000702D9D6
32143;lost;214900;;U10M03978;00070283D5
32150;lost;217999;;U10M04012;0007026B09
32172;lost;216949;;U10M03955;0007029206
32173;dead;219611;;U10M04023;000702698F
32196;lost;216741;;U10M04157;00070284D8
32198;dead;214431;;U10M04172;0007027F6B
32224;lost;216537;;U10M04130;0007027D16
32235;lost;215831;;U10M04218;0007025AA6
32244;monitored;214372;;U10M04268;000702D714
32246;lost;215490;;U10M04278;00070283CF
32250;dead;219589;;U10M04235;0007027352
32265;dead;218410;;U10M04289;0007025A71
32281;monitored;217300;;U10M04332;00070307A1
32282;lost;215573;;U10M04422;000702F957
32575;lost;215671;;U10M05137;000703060F
32584;dead;216510;;U10M05183;000702594D
32586;dead;216517;;U10M05187;0007027C54
32761;dead;219751;;U10M05138;0007029166
32768;dead;218071;;U10M05168;0007022090
32771;dead;219582;;U10M05171;00070223A8
32783;dead;214520;;U10M04961;0007026D58
32792;dead;215853;;U10M05123;0007025C79
32795;dead;214702;;U10M05140;0007028B47
32804;dead;219122;;U10M05447;000702E266
32805;dead;217304;;U10M05448;000702EB77
32807;lost;218017;;U10M05451;000702EC54
32846;dead;217941;;U10M05157;000702813B
32848;lost;214913;;U10M05159;000702F7A7
32849;dead;215142;;U10M05161;000702D60E
32874;dead;218243;;U10M04686;0007025AC1
32884;lost;219442;;U10M04758;00070281EF
32885;dead;214760;;U10M04799;0007027D71
32900;dead;219619;;U10M04919;0006E77696
32901;lost;214812;;U10M04920;0006F3C725
32903;dead;216600;;U10M04926;0006EE465B
32949;lost;219541;;U10M04667;0007029311
32951;dead;216700;;U10M04673;000702822C
32952;dead;218519;;U10M04694;00070292EB
33040;lost;219151;;U10M04832;0007028C14
33041;monitored;214680;;U10M04839;0007030227
33042;lost;214691;;U10M04840;0007026646
33074;dead;217899;;U10M04835;0007030684
33077;monitored;214532;;U10M04886;0007030091
33078;lost;219951;;U10M04888;0007025FCA
33236;lost;214132;;U10M05806;0007025A35
33239;dead;215719;;U10M05811;00070263BB
33240;dead;214772;;U10M05813;0007028093
33248;dead;217871;;U10M05632;000702D599
33249;dead;215101;;U10M05633;0007026641
33251;dead;217509;;U10M05636;0007028C13
33253;lost;214372;;U10M05648;0007028F5F
33286;dead;215374;;U10M05724;0007028ADF
33287;dead;219823;;U10M05727;000702DB0E
33288;lost;215061;;U10M05729;0007030AF9
33649;monitored;217695;CPF-1761;U10M11347;
33658;dead;216160;CPF-1762;U10M11541;
33660;lost;218610;CPF-1766;U10M11562;
33661;lost;218899;CPM-1782;U10M11566;
33667;monitored;216500;CPF-1686;U10M11607;
33690;lost;216910;CPM-1676;U10M11707;
33709;dead;218839;CPM-1662;U10M11776;
33711;dead;216559;CPF-1595;U10M11778;
33712;monitored;218961;CPF-1594;U10M11779;
33713;dead;218143;CPM-1658;U10M11780;
33716;monitored;216299;CPF-1593;U10M11783;
33717;monitored;217182;CPM-1661;U10M11784;
33718;monitored;219712;CPM-1659;U10M11785;
33720;lost;219904;CPM-1664;U10M11787;
33721;monitored;217152;CPF-1655;U10M11788;
33722;dead;218228;CPF-1599;U10M11789;
33726;monitored;218881;CPF-1598;U10M11793;
33727;lost;218413;CPM-1800;U10M11794;
33736;lost;217785;CPF-1659;U10M11803;
33737;dead;216851;CPM-1667;U10M11804;
33738;lost;216973;CPM-1666;U10M11806;
33740;dead;219181;CPF-1656;U10M11808;
33742;dead;218241;CPM-1674;U10M11811;
33747;dead;217524;CPM-1663;U10M11817;
33755;monitored;217541;CPM-1672;U10M11831;
33771;lost;216134;CPF-1679;U10M11850;
33776;dead;218576;CPF-1680;U10M11857;
33783;lost;217980;CPF-1683;U10M11865;
33801;dead;218055;CPM-1868;U10M12178;
33803;dead;219059;CPM-1867;U10M12183;
33812;lost;217079;CPM-1789;U10M12197;
33817;dead;218352;CPM-1851;U10M12203;
33820;monitored;217884;CPF-1810;U10M12206;
33824;monitored;217476;CPM-1788;U10M12211;
33826;monitored;216210;CPF-1703;U10M12213;
33830;monitored;217895;CPF-1828;U10M12219;
33831;monitored;219100;CPF-1707;U10M12220;
33835;monitored;217316;CPM-1718;U10M12224;
33852;monitored;217106;CPF-1709;U10M12244;
33854;lost;217910;CPM-1866;U10M12247;
33857;monitored;217732;CPM-1869;U10M12250;
33859;monitored;218334;CPM-1870;U10M12253;
33860;monitored;216367;CPF-1815;U10M12255;
33861;monitored;217009;CPF-1816;U10M12256;
33862;monitored;219113;CPM-1855;U10M12258;
33865;monitored;219393;CPF-1817;U10M12261;
33867;monitored;218260;CPM-1856;U10M12263;
33873;monitored;220000;CPF-1806;U10M12273;
33880;dead;216420;CPF-1825;U10M12285;
33882;monitored;217967;CPM-1849;U10M12287;
33883;monitored;219735;CPF-1824;U10M12288;
33884;dead;216642;CPF-1823;U10M12289;
33890;monitored;219893;CPM-1832;U10M12298;
33895;lost;217721;CPM-1777;U10M12304;
33904;monitored;218170;CPM-1861;U10M12315;
33908;lost;218021;CPF-1798;U10M12320;
33915;dead;218546;CPM-1785;U10M12426;
33916;lost;218475;CPM-1837;U10M12436;
33921;monitored;217949;CPM-1775;U10M12481;
33924;lost;217848;CPF-1756;U10M12531;
34464;dead;215733;;U10M06630;0007030396
34465;dead;218210;;U10M06631;000702F64D
34467;dead;217650;;U10M06634;000702EEE9
34474;lost;218819;;U10M06674;00070303F6
34477;dead;219721;;U10M06722;0007030790
34599;dead;215751;;U10M06720;0007026673
34600;lost;219234;;U10M06724;000702D29F
34601;dead;215773;;U10M06737;00070282D4
34602;dead;217708;;U10M06738;000702E077
34603;lost;219136;;U10M06739;0007028C86
34722;lost;216834;;U10M06679;0007028A59
34724;lost;215982;;U10M06682;000702872B
34726;dead;218501;;U10M06684;000702FB8F
34727;dead;218810;;U10M06714;0007026E3B
34728;lost;216794;;U10M06717;0007026BCF
35360;lost;216510;;U10M07863;0007028C26
35361;lost;216517;;U10M08015;0007026F19
35362;dead;217881;;U10M07864;0007030B2A
35363;dead;218935;;U10M08045;000702FE4F
35364;dead;219401;;U10M07861;0007025BC1
35378;dead;216271;;U10M08026;0007030A77
35379;dead;218270;;U10M08040;0007028DA5
35380;dead;219023;;U10M08042;0007025C9B
35381;dead;219751;;U10M08029;000703081B
35382;lost;219769;;U10M08030;0007026591
35585;dead;214520;;U10M08005;000702ECEA
35586;lost;216220;;U10M08004;00070309C4
35587;lost;219452;;U10M08003;0007028342
35588;lost;219454;;U10M08002;0007027D9A
35589;dead;219991;;U10M07997;0007028514
35654;dead;215471;;U10M10654;000702EE48
35655;dead;215931;;U10M10644;0007030CE2
35656;lost;217189;;U10M10653;000702D58D
35657;lost;218025;;U10M10682;000702F536
35658;dead;218890;;U10M10647;0007025A9B
35826;lost;215142;;U10M10873;0007025EC2
35827;dead;216121;;U10M10981;0007029350
35828;dead;217601;;U10M10872;000702E422
35829;lost;218920;;U10M10986;0007028B43
35830;lost;219242;;U10M10982;000702FA23
35909;dead;215629;;U10M12817;000702FB39
35910;dead;217127;;U10M11756;0006DE741B
35911;dead;218901;;U10M11761;000702DB58
35927;dead;214092;;U10M00007;0007026801
35928;lost;217440;;U10M00003;000703049C
35929;lost;218502;;U10M00001;0007028098
35945;monitored;215999;;U10M12806;000703022B
35946;dead;217070;;U10M11750;00070266D7
35947;dead;217791;;U10M12794;0007023190
35963;dead;214143;;U10M12603;0007028239
35964;monitored;218650;;U10M12600;000702D967
35965;dead;219761;;U10M00015;000702DF03
35981;dead;216039;;U10M11733;0006E78690
35982;dead;216573;;U10M11734;0006F3EEEC
35983;dead;216660;;U10M11732;0006F3C569
35997;dead;215231;;U10M00018;000703045C
35998;monitored;218793;;U10M00004;000702E8A9
35999;dead;219461;;U10M00002;0007025A2F
36015;monitored;214881;;U10M12660;00070281F0
36016;dead;216960;;U10M12655;0007025F18
36017;monitored;219222;;U10M12672;000702E834
36033;monitored;216582;;U10M12840;0007025B69
36034;dead;218308;;U10M12839;0007026AA6
36035;lost;218556;;U10M12827;0007028EA4
36122;dead;214462;;U10M12680;0007026212
36123;dead;214543;;U10M12681;000702D284
36124;dead;219893;;U10M12621;000703033D
36140;dead;216549;;U10M12613;00070284E7
36141;lost;219162;;U10M12427;0007024EEC
36142;lost;219632;;U10M12605;000702EA6A
36290;lost;217117;;U10M13611;000702F275
36291;dead;219322;;U10M13613;0007030AA8
36292;dead;219382;;U10M13619;0007026339
36293;lost;217243;;U10M13620;000702E1C6
36294;monitored;215782;;U10M13688;000702E376
36325;lost;219807;;U10M13624;000702DB56
36326;dead;219510;;U10M13625;000702F8B9
36327;dead;219655;;U10M13627;0007029387
36328;dead;217774;;U10M13631;0007028452
36330;lost;219811;;U10M13641;0007023B26
36539;lost;217219;;U10M13570;0007022709
36541;dead;219935;;U10M13574;0007028F77
36542;lost;218543;;U10M13577;00070300FF
36543;lost;219172;;U10M13581;000702D25A
36544;monitored;218935;;U10M13583;000702EC6A
36558;lost;217742;;U10M13591;000702709A
36559;dead;215253;;U10M13594;0007030081
36560;dead;218726;;U10M13596;0007030454
36561;lost;219873;;U10M13598;00070232D5
36562;lost;215101;;U10M13601;000703088B
37061;dead;219653;;U10M14042;0007028710
37062;dead;218472;;U10M14044;00070270D3
37063;monitored;219190;;U10M14079;0007028B7C
37065;lost;219943;;U10M14087;0007025A3A
37066;lost;218042;;U10M14091;00070282E8
37079;monitored;218450;;U10M14045;0007025B8D
37080;monitored;217961;;U10M14047;00070283C9
37081;dead;215401;;U10M14098;00070229F8
37083;lost;218137;;U10M14102;0007026AD3
37084;dead;217508;;U10M14105;0007027676
38672;monitored;217941;;U10M12532;0007022355
38673;dead;219252;;U10M12563;0007028712
38674;dead;219913;;U10M12557;0007025B51
38690;dead;214380;;U10M12377;000702E1EB
38691;dead;214742;;U10M12371;000702F314
38692;dead;214982;;U10M12386;000702F0B7
38744;lost;214062;;U10M12573;0007025DC3
38745;lost;217676;;U10M12569;0007026EFC
38746;dead;219434;;U10M12566;00070262AC
38747;dead;219722;;U10M12589;0007029348
39811;dead;214210;;U10M09840;000702EA22
39812;lost;215853;;U10M09821;000703085D
39813;monitored;217229;;U10M09829;0007026AF5
39814;monitored;217620;;U10M09819;000702728E
39815;dead;218810;;U10M09862;0007027F9F
39823;lost;214342;;U10M09604;000702711F
39824;lost;214426;;U10M09781;0007025A1A
39825;lost;215765;;U10M09603;0007027709
39826;dead;218781;;U10M09776;0007026553
39827;monitored;219202;;U10M09605;000702DF1D
39841;lost;216191;;U10M09817;0007025DE7
39842;dead;216600;;U10M09796;0007025CED
39843;monitored;216700;;U10M09680;0007025C6C
39844;dead;217535;;U10M09792;0007028656
39845;lost;219861;;U10M09784;0007028766
39859;lost;214266;;U10M09602;0007025DEC
39860;lost;215709;;U10M09608;000702F277
39861;lost;216761;;U10M09593;000702D3CC
39862;lost;217678;;U10M09772;0007026DD0
39863;lost;217859;;U10M09607;0007028888
39985;dead;215773;;U10M09797;00070258B1
39986;lost;216121;;U10M09791;0007025C35
39987;dead;217304;;U10M09790;000702F4A3
39988;dead;218501;;U10M09789;0007025BFB
39989;lost;219534;;U10M09786;000702871D
40009;lost;216549;;U10M09807;00070262B5
40010;monitored;218243;;U10M09824;0007028304
40011;lost;219291;;U10M09803;0007025F5D
40012;dead;219412;;U10M09827;000702EE82
40013;lost;219661;;U10M09805;0007026D8B
42181;dead;218670;W-0751;;
43510;lost;215662;;U11M03080;00071B20F3
43511;dead;215940;;U11M03103;00071B1BE7
43512;dead;218912;;U11M03077;00071B10F0
43513;dead;219050;;U11M03088;00071B23B8
43514;dead;219711;;U11M03082;000720102C
43546;dead;215759;;U11M03306;00071B7575
43547;dead;218090;;U11M03303;00071AD5C1
43548;dead;218771;;U11M03297;00071B4265
43549;monitored;219030;;U11M03299;00071AD6A5
43550;lost;219132;;U11M03309;00071B288C
43564;dead;214791;;U11M03203;00071AFDEB
43565;dead;215121;;U11M03180;00071B0A6F
43566;monitored;217801;;U11M03252;00071AD127
43567;dead;219530;;U11M03237;00071AEB71
43568;dead;219570;;U11M03214;00071AD5C8
43600;dead;215700;;U11M03290;00071B2D39
43601;dead;215951;;U11M03287;0007201192
43602;monitored;218255;;U11M03293;00071B2C8E
43603;dead;219430;;U11M03281;00071AF368
43604;dead;219491;;U11M03292;00071B10F8
43618;dead;214412;;U11M03268;00072002A9
43619;dead;218390;;U11M05670;00071B16CD
43620;lost;218530;;U11M03274;0007202A19
43621;dead;218571;;U11M03270;0007201630
43622;dead;219728;;U11M03269;00071B8297
43654;dead;214802;;U11M03317;00071BAAEC
43655;monitored;215031;;U11M03323;00071B0140
43656;dead;217450;;U11M03312;00071ADA85
43657;monitored;217760;;U11M03319;00071B055F
43658;dead;217819;;U11M03314;00071B18A7
43672;monitored;215643;;U11M03256;00071B2DDF
43673;dead;217100;;U11M03263;00071B323D
43674;dead;218381;;U11M03264;00071AD802
43675;monitored;218399;;U11M03098;00071AEFE6
43676;monitored;218972;;U11M03099;00071B9EE8
44058;lost;218930;;U11M02344;0007026E12
44059;monitored;217570;;U11M02346;000702DB65
44062;lost;217431;;U11M02362;000702D4C6
44090;lost;218950;;U11M02375;0007022A9D
44092;lost;218719;;U11M02377;000702EDB1
44093;lost;218745;;U11M02378;0007021DB2
44286;dead;217049;;U11M02385;00070230B0
44287;dead;215374;;U11M02389;0007022491
44289;dead;218080;;U11M02392;0007022296
44290;lost;219059;;U11M02397;000702852A
44291;dead;219893;;U11M02399;0007027941
44304;dead;218352;;U11M02407;000702F446
44305;dead;218839;;U11M02410;000702449D
44306;dead;214742;;U11M02412;0007030A8D
44307;dead;219721;;U11M02415;0007024A56
44309;lost;218810;;U11M02498;000702E015
44410;lost;216626;;U11M01055;0007026D3B
44418;dead;217390;;U11M02291;000702D1E3
44419;dead;218343;;U11M02327;000702D7AA
44420;monitored;217661;;U11M02364;00070230EB
44421;monitored;218150;;U11M02383;000702FA0B
44428;dead;217558;;U11M02334;0007025AFC
44429;dead;218830;;U11M02335;0007022BA5
44430;dead;217250;;U11M02339;0007023FA7
44431;dead;218111;;U11M02341;000702295F
44433;dead;218479;;U11M02354;0007021DF2
44566;lost;217578;;U11M02502;000702DA9A
44568;dead;213996;;U11M02529;000702D4AA
44608;dead;217520;;U11M02488;0007022334
44613;lost;217471;;U11M02522;00070307C4
46205;dead;218858;;U11M06070;0007026473
46247;dead;218251;;U11M06053;0007028E38
46297;lost;214092;;U11M06155;0007030C1E
46332;dead;215531;;U11M06120;000702F85D
46354;dead;215751;;U11M06209;000702E3F3
46386;dead;215292;;U11M06175;00070278E8
46405;dead;216100;;U11M06163;0007026BC8
46423;dead;215060;;U11M06147;0007027BD0
46529;dead;217694;;U11M05472;000702FE7E
46583;lost;215871;;U11M07751;0007027A57
46601;lost;216111;;U11M01373;000702E90D
46619;lost;215471;;U11M06438;0007026619
46637;dead;216559;;U11M06401;000702772E
46655;lost;215926;;U11M04677;000702DAC6
46679;lost;216447;;U11M06391;00070287C3
47428;monitored;219434;;U11M07361;000713890C
47444;lost;218479;;U11M07609;000713739C
47452;dead;214225;;U11M09347;0007136BCF
47487;dead;214791;;U11M07053;00071374C6
